Order Id, Status, CreatedOn, SKU Refs
509012,Solicitud de Devolución Iniciada,2020-08-29T21:46:03.573Z,{'40799303'}
506140,Orden con Cancelacion,2020-08-28T22:46:08.768Z,{'40435351', '40759128'}
504484,Orden con Cancelacion,2020-08-28T17:02:29.341Z,{'40486520', '40542383', '40385866', '40590770', '40499827'}
504203,Fulfilment con Cancelacion,2020-08-28T16:25:38.634Z,{'40542428'}
502849,Orden con Cancelacion,2020-08-28T03:57:01.447Z,{'40916058', '40404881'}
502433,Fulfilment con Cancelacion,2020-08-28T02:31:07.221Z,{'40475964', '40514787', '39300273'}
502414,Fulfilment con Cancelacion,2020-08-28T02:29:30.990Z,{'40528283'}
501576,Solicitud de Devolución Iniciada,2020-08-27T23:42:40.788Z,{'40435523', '40880394', '40476225', '40476220', '36083281'}
500570,Orden con Cancelacion,2020-08-27T19:46:04.753Z,{'40656219'}
498567,Orden con Cancelacion,2020-08-27T08:59:13.283Z,{'40355987', '40624476'}
498529,Solicitud de Devolución Iniciada,2020-08-27T08:13:49.842Z,{'40137575'}
498515,Fulfilment con Cancelacion,2020-08-27T07:58:29.642Z,{'40692534'}
498421,Solicitud de Devolución Iniciada,2020-08-27T06:57:05.387Z,{'40417461', '40419451'}
498361,Orden con Cancelacion,2020-08-27T06:33:09.615Z,{'40666632', '40666674', '40904868', '40872517', '40756452', '40872480', '40692886', '40692987'}
498344,Orden con Cancelacion,2020-08-27T06:30:04.276Z,{'40355841'}
498341,Orden con Cancelacion,2020-08-27T06:30:03.194Z,{'40355986', '40355782', '40452996', '40356285', '40355881', '40355985', '40355987', '40355947', '40355781'}
498241,Fulfilment con Cancelacion,2020-08-27T06:06:00.175Z,{'40782883', '40785350', '40785139', '40763603', '40763617', '40782758'}
498193,Orden con Cancelacion,2020-08-27T05:58:45.588Z,{'40136037', '40657948', '40353525', '40746665', '40136231', '40352415', '40746655', '40136476', '40136190', '40872482', '40352408', '40352475'}
498150,Fulfilment con Cancelacion,2020-08-27T05:48:08.408Z,{'40782715', '40785053', '40782785', '40137575', '40850024'}
498042,Orden con Cancelacion,2020-08-27T05:30:05.779Z,{'40692426'}
497974,Orden con Cancelacion,2020-08-27T05:16:07.548Z,{'40480999', '40324221'}
497735,Orden con Cancelacion,2020-08-27T04:16:05.187Z,{'40528283'}
497530,Orden con Cancelacion,2020-08-27T03:31:05.072Z,{'30754753', '30754702', '30754757', '31388556', '30755064'}
497014,Orden con Cancelacion,2020-08-27T01:42:27.445Z,{'40355841'}
496943,Cancelado por Validacion,2020-08-27T01:26:49.859Z,{'40288673', '40305834', '40288700'}
496932,Fulfilment con Cancelacion,2020-08-27T01:24:51.513Z,{'40547320', '40326093', '40746366', '40656753', '40785323'}
496901,Cancelado por Validacion,2020-08-27T01:17:43.761Z,{'40763581', '40782834'}
496643,Fulfilment con Cancelacion,2020-08-27T00:26:03.854Z,{'40803769'}
496512,Cancelado por Validacion,2020-08-27T00:00:41.820Z,{'40305832', '40325127', '40305834', '40142522', '40325026'}
496374,Orden con Cancelacion,2020-08-26T23:32:19.334Z,{'40525496'}
496348,Orden con Cancelacion,2020-08-26T23:29:50.074Z,{'40390390', '40542651', '40514199'}
496259,Solicitud de Devolución Iniciada,2020-08-26T23:12:47.714Z,{'40855071'}
496231,Fulfilment con Cancelacion,2020-08-26T23:07:23.608Z,{'40355947'}
495844,Fulfilment con Cancelacion,2020-08-26T21:57:36.720Z,{'40563630'}
495696,Orden con Cancelacion,2020-08-26T21:31:05.716Z,{'40374800', '40508367', '40369880', '40369893', '40562149', '40508368', '40399266'}
495690,Orden con Cancelacion,2020-08-26T21:31:03.405Z,{'40547314', '40326243', '40581085', '40326051'}
495578,Orden con Cancelacion,2020-08-26T21:08:43.976Z,{'39439065'}
495433,Fulfilment con Cancelacion,2020-08-26T20:41:33.636Z,{'40355842', '40493617', '40355987'}
495368,Orden con Cancelacion,2020-08-26T20:31:03.558Z,{'40677666', '40855359'}
495236,Fulfilment con Cancelacion,2020-08-26T20:05:36.775Z,{'40355837', '40355735', '40355909'}
495227,Solicitud de Devolución Iniciada,2020-08-26T20:04:06.345Z,{'40692520', '40692600', '40692898', '40692522', '40692599', '40692534'}
495187,Solicitud de Devolución Iniciada,2020-08-26T19:59:41.700Z,{'40356096', '40580326', '40356142', '40356284', '40580324', '40466513', '40493617', '40356265', '40466533'}
495063,Orden con Cancelacion,2020-08-26T19:36:13.413Z,{'40514609'}
