fulfilment Id, SKURef, Item Id, Filled Qty 
2209610,41736359,3039097,1,
2209322,41736359,3038735,1,
2314180,41544712,3183789,1,
2209307,40894510,3038717,0,
2314378,41530132,3184053,0,
2314694,36862264,3184512,1,
2315112,40761577,3185146,1,
2315315,41222637,3185429,1,
2315315,38619943,3185428,1,
2317136,40511706,3188080,0,
2317187,40050089,3188156,1,
2209415,41628851,3038849,1,
2317523,41652442,3188694,1,
2318332,41232569,3189862,1,
2209415,41736359,3038850,1,
2320780,41671173,3193420,1,
2321321,41237002,3194193,1,
2208906,41264402,3038194,0,
2321823,40986447,3194884,1,
2321823,38619943,3194883,1,
2208805,41277838,3038066,0,
2323323,41237002,3197101,1,
2208741,35948479,3037985,0,
2208523,41232568,3037709,0,
2208510,40854370,3037695,0,
2324247,40785905,3198428,1,
2207997,38638087,3037025,0,
2207788,40785899,3036740,0,
2324663,38619943,3198975,0,
2324663,40986447,3198976,0,
2324669,38638087,3198984,1,
2207892,35948479,3036873,0,
2326514,41745805,3201651,0,
2326830,38907930,3202116,1,
2326784,38619943,3202043,0,
2326784,40986447,3202044,0,
2327012,38461131,3202351,1,
2207730,41191564,3036650,0,
2327767,40926246,3203447,1,
2207583,40026065,3036442,0,
2328356,41610550,3204268,1,
2328363,37651527,3204278,0,
2328700,36189392,3204775,1,
2207609,40767357,3036483,0,
2328794,38638087,3204897,1,
2328952,30499414,3205096,1,
2329976,40458875,3206589,1,
2330138,38619943,3206817,1,
2330138,40986447,3206818,1,
2207323,38182409,3036064,0,
2206378,40181798,3034803,0,
2206305,40026065,3034711,0,
2206287,37317809,3034685,0,
2206287,37317806,3034686,0,
2206162,41736359,3034513,0,
2206168,38638087,3034521,0,
2331745,40430345,3209122,1,
2206140,18437898,3034484,0,
2206127,38202141,3034469,0,
2206120,40926246,3034461,0,
2205888,41007389,3034147,0,
2205888,40771219,3034146,0,
2333635,41191731,3211825,1,
2333930,40986447,3212248,1,
2333930,38619943,3212247,1,
2205703,38603127,3033912,0,
2205525,41641864,3033685,0,
2205508,40524468,3033666,0,
2205301,41641866,3033393,0,
2205301,41628851,3033392,0,
2204788,41628851,3032705,0,
2204788,38983633,3032706,0,
2335107,40785905,3213957,1,
2335075,36481995,3213900,1,
2204668,41628851,3032548,0,
2204501,40553595,3032315,0,
2204180,40075633,3031867,0,
2203929,41530132,3031558,0,
2203926,40904307,3031554,0,
2203069,41005002,3030464,0,
2203032,41648510,3030417,0,
2339084,40330810,3219964,1,
2339084,40785905,3219963,1,
2339056,40946470,3219925,1,
2339190,40553596,3220126,1,
2202945,37671210,3030311,0,
2342654,40904406,3225426,1,
2202905,41637781,3030262,0,
2343668,41671173,3226960,1,
2202893,38369001,3030246,0,
2202822,37873223,3030170,0,
2202820,41191731,3030168,0,
2346672,40785905,3231539,1,
2202823,41637777,3030171,0,
2202664,41236999,3029973,0,
2202182,41191564,3029333,0,
2347439,41542689,3232668,1,
2202147,37317827,3029289,0,
2202023,37541906,3029106,0,
2347800,41637772,3233179,1,
2201887,39029923,3028925,0,
2348049,40038348,3233586,1,
2201707,40381885,3028696,0,
2350374,40028666,3237128,1,
2201696,41232569,3028683,0,
2350583,39279614,3237436,1,
2350733,40767372,3237670,1,
2351626,41644175,3239034,1,
2351631,41275951,3239040,1,
2201512,38131027,3028456,0,
2201437,41628851,3028361,0,
2201437,40926306,3028362,0,
2201203,40935729,3027995,0,
2201202,40935736,3027994,0,
2352546,38089692,3240319,1,
2353911,40553600,3242270,1,
2353911,41222637,3242271,1,
2201197,40815765,3027988,0,
2201152,38131027,3027916,0,
2201101,40038348,3027843,0,
2201099,40819973,3027841,0,
2354629,40986447,3243346,1,
2201099,39610052,3027840,0,
2355750,41498027,3245030,1,
2200825,39419996,3027444,0,
2200754,41687230,3027337,0,
2200754,41683822,3027338,0,
2200754,40553599,3027340,0,
2356493,41652441,3246141,1,
2200754,39009930,3027339,0,
2200682,41648510,3027242,0,
2200749,38131027,3027328,0,
2358372,41644176,3249040,1,
2200683,39147513,3027243,0,
2200664,39987594,3027208,0,
2200515,40423279,3027010,0,
2359215,40448334,3250239,1,
2359337,39427201,3250403,1,
2200446,41575233,3026914,0,
2359731,40511706,3250982,1,
2200443,40126234,3026911,0,
2200133,38144897,3026480,0,
2200146,37478452,3026497,0,
2200146,37478449,3026495,0,
2200146,37478448,3026496,0,
2362032,38269943,3254319,1,
2200049,38230600,3026363,0,
2200021,37317825,3026325,0,
2199971,38907930,3026260,0,
2362707,41191564,3255285,1,
2199892,40459698,3026136,0,
2199809,41054043,3026007,0,
2199506,37479975,3025575,0,
2199447,41648510,3025485,0,
2199387,38131027,3025386,0,
2363433,39631360,3256319,1,
2365121,41191731,3258738,1,
2199355,36617283,3025338,0,
2199317,36481995,3025279,0,
2199222,37256892,3025124,0,
2199309,40761577,3025270,0,
2199017,39500412,3024863,0,
2198913,40458875,3024713,0,
2198934,41575233,3024740,0,
2198828,41025844,3024590,0,
2198768,40986447,3024484,0,
2198768,38619943,3024483,0,
2198770,36617283,3024486,0,
2374283,41598520,3272029,1,
2198702,41031918,3024380,0,
2198604,41575233,3024245,0,
2198515,38206238,3024117,0,
2198316,41191564,3023859,0,
2198413,38499950,3023977,0,
2198207,40894525,3023712,0,
2376453,40038348,3275189,1,
2198103,40511300,3023571,0,
2198011,41136333,3023444,0,
2198011,41017574,3023443,0,
2198063,40986447,3023518,0,
2198063,38619943,3023517,0,
2198140,41637784,3023628,0,
2197795,38907930,3023144,0,
2197728,41575233,3023044,0,
2197622,38123921,3022906,0,
2197622,38123920,3022905,0,
2197622,38123919,3022907,0,
2197602,40050089,3022873,0,
2197717,39987594,3023030,0,
2197531,37317823,3022776,0,
2197498,41277838,3022729,0,
2197294,41277740,3022446,0,
2197241,37197624,3022361,0,
2197215,38638087,3022327,0,
2197210,41191731,3022321,0,
2197279,41232568,3022413,0,
2197270,37509192,3022401,0,
2197063,40986447,3022126,0,
2197063,38619943,3022125,0,
2197157,41015274,3022251,0,
2197087,41184772,3022160,0,
2196807,40854949,3021771,0,
2196206,41637784,3020931,0,
2195905,37541906,3020509,0,
2195735,41154411,3020261,0,
2195450,39943820,3019888,0,
2195352,40986447,3019764,0,
2195352,38619943,3019763,0,
2195131,40761587,3019428,0,
2195205,39242149,3019538,0,
2195191,39242149,3019518,0,
2195008,30516968,3019259,0,
2194684,40330808,3018789,0,
2194466,39715135,3018495,0,
2194412,41506824,3018411,0,
2194469,40819973,3018498,0,
2194469,39610052,3018497,0,
2194358,40770477,3018346,0,
2194375,40203161,3018365,0,
2194080,41530132,3017959,0,
2194080,38239333,3017958,0,
2194142,39598050,3018041,0,
2194023,41232568,3017879,0,
2194052,41649455,3017918,0,
2193800,40986447,3017557,0,
2193800,38619943,3017556,0,
2193749,41025844,3017485,0,
2193712,41648510,3017443,0,
2193667,37541906,3017376,0,
2193625,37509192,3017326,0,
2193568,41648513,3017255,0,
2193424,40338136,3017055,0,
510904,39242151,722806,0,
515380,40457672,729186,0,
528319,40203149,745976,1,
535445,40485264,755585,3,
597068,40647216,839555,0,
609155,38579908,855373,1,
609378,40203149,855685,6,
655500,19458603,917664,0,
659719,39987594,923538,3,
660179,40203148,924204,0,
737303,41091300,1021001,0,
755931,37509191,1044282,3,
798557,31406530,1097800,0,
805559,40423282,1107412,0,
815895,39799119,1120588,0,
816522,40926247,1121367,0,
860717,40028666,1175732,0,
2193521,40038348,3017176,0,
881334,36240546,1201623,0,
907309,39419987,1233749,1,
920311,37471058,1249716,0,
924503,40946471,1255262,0,
928121,18437898,1259998,0,
930827,37471058,1263279,0,
931528,40161860,1264159,0,
934599,39029918,1267955,0,
941901,39598048,1277102,0,
957520,39598048,1296441,0,
959867,39598048,1299390,0,
960206,40050089,1299807,0,
961482,37197628,1301413,0,
961482,40894515,1301412,0,
962000,39242152,1302024,0,
965165,40050089,1306066,0,
966935,38708360,1308249,0,
967061,40216244,1308407,0,
969775,40511531,1311695,0,
971726,39598048,1314155,0,
975198,40894518,1318446,0,
975234,41235843,1318491,0,
976201,41222633,1319643,0,
977074,40613313,1320908,0,
977383,41237009,1321343,0,
978622,36323569,1323051,0,
978783,37656576,1323277,0,
987166,30896249,1335289,0,
987285,36482008,1335470,0,
989295,40377086,1338299,0,
989581,40014588,1338708,0,
990266,36609441,1339689,0,
994975,38123782,1346260,0,
996371,40771219,1348311,0,
996584,40377087,1348631,0,
996729,40377087,1348842,0,
1005368,40511756,1360864,0,
1005368,40904405,1360863,0,
1007879,40442853,1364440,0,
1012215,40377087,1370242,0,
1017395,36617282,1377330,0,
1017395,38674890,1377332,0,
1017395,39987594,1377331,0,
1019518,37256892,1380354,0,
1022787,40904405,1385030,0,
1027232,40203153,1391300,0,
1027700,40504806,1391933,0,
1030057,39427201,1395009,0,
1031454,41228086,1396868,0,
1039973,38306823,1408722,0,
1039973,39657044,1408720,0,
1039973,41228090,1408721,0,
1040385,36157883,1409294,0,
1041850,40904405,1411385,0,
1044769,39242150,1415280,0,
1051438,41264405,1424291,0,
1052145,38638087,1425294,0,
1056686,37475981,1431417,0,
1056686,40377087,1431416,0,
1056992,41153535,1431824,0,
1056992,41154410,1431823,0,
1063926,39961562,1441149,0,
1064698,38638087,1442165,0,
1066513,37256892,1444615,0,
1071240,39598050,1451239,0,
2193283,39242152,3016855,0,
1074585,38202141,1455642,0,
1076257,41277838,1457873,0,
1077182,39961562,1459122,0,
1081293,38619943,1464888,0,
1081293,40986447,1464887,1,
1083936,41154411,1468646,0,
1083936,41153535,1468645,1,
1085682,40485263,1471035,0,
1087702,40767356,1473835,0,
1089999,41303916,1477032,0,
1094469,38422104,1483277,0,
1094469,40127987,1483278,0,
1097523,38638087,1487615,0,
1098180,40373144,1488552,0,
1098180,41033656,1488553,0,
1099150,40216244,1489992,0,
1099554,37331018,1490596,1,
1104645,41015040,1497639,0,
1106861,40894530,1500351,0,
1107890,40894527,1501783,0,
1112109,40897051,1507680,0,
1112142,39419917,1507723,2,
1112326,41222635,1507951,0,
1117549,40894527,1515246,0,
1121765,41222637,1521268,0,
1121766,38619943,1521269,0,
1128540,36482008,1530729,0,
1131259,38144897,1534531,0,
1133557,38619943,1537812,1,
1133557,41222637,1537811,1,
1133706,41154411,1538007,0,
1136577,40761576,1541875,0,
1137288,40377091,1542920,0,
1146176,19613403,1555713,0,
1148189,36240552,1558380,0,
1155839,41153535,1568955,0,
1158537,41007390,1572545,0,
1162809,41154411,1578436,0,
1168132,40894513,1585914,0,
1170739,41228090,1589598,0,
1175457,37541957,1596584,0,
1177883,40926306,1600408,0,
1179152,40962437,1602317,2,
1180010,41054046,1603526,0,
1184511,39827362,1610087,2,
1188097,39954965,1615267,0,
1188116,41277740,1615288,0,
1190128,38638087,1618159,0,
1190229,39954965,1618304,0,
1190667,40511531,1618919,0,
1191383,38144897,1619923,0,
1192131,40854951,1620961,0,
1192311,41054046,1621212,0,
1192564,40894526,1621603,0,
1193119,40894513,1622397,0,
1193004,40852203,1622240,1,
1193194,39258600,1622495,0,
1196591,40181797,1627482,0,
1199132,40181797,1631088,0,
1200263,40894526,1632675,0,
1201266,40377091,1634118,0,
1205760,38074176,1640555,0,
1206146,38371537,1641069,0,
1208128,37541956,1644017,0,
1208845,41153535,1645112,0,
1209378,41054032,1645844,0,
1210706,40377091,1647701,0,
1211336,39657044,1648656,0,
1212228,41295366,1649973,0,
1212476,37133200,1650324,0,
1213862,39523928,1652355,0,
1213825,38638087,1652291,0,
1213894,41153535,1652400,0,
1214644,40926246,1653465,0,
1217774,39175578,1657956,0,
1221541,41237002,1663265,0,
1223156,41031927,1665523,0,
1224362,38619943,1667202,0,
1224362,40986447,1667203,0,
1224403,41191564,1667252,0,
1224557,31054780,1667465,0,
1225845,41312032,1669306,0,
1227318,41317227,1671441,0,
1227378,40522602,1671528,0,
1228254,41295373,1672786,0,
1228310,40025838,1672855,0,
1228642,41312032,1673311,0,
1230040,39657044,1675305,0,
1231154,38144897,1676961,0,
1236955,41026318,1685113,0,
1239754,30896249,1689076,0,
1244193,40348983,1695485,0,
1245337,38619943,1697208,0,
1245337,40986447,1697209,0,
1246721,41312032,1699305,0,
1248623,41228085,1702347,0,
1252335,38619943,1708158,0,
1254788,41106369,1712186,1,
1256188,40904405,1714355,0,
1258231,37671209,1717383,0,
1305525,41312032,1784118,0,
1259776,41191564,1719770,1,
1260590,40221280,1720957,0,
1260839,41273694,1721301,0,
1266184,38795138,1729097,0,
1266269,41295366,1729235,0,
1269682,40004182,1734082,0,
1270032,40340904,1734564,0,
1272824,41023395,1738332,0,
1275745,40904406,1742394,0,
1278057,39790922,1745693,0,
1278229,38144897,1745937,0,
1281280,41312032,1750164,0,
1281818,41228085,1750882,0,
1283227,41264402,1752868,0,
1283402,38144897,1753084,0,
1283399,41026318,1753081,0,
1284236,41312032,1754284,0,
1284288,39009939,1754353,0,
1284917,41007400,1755220,0,
1285612,40340904,1756259,0,
1286541,38907930,1757647,0,
1288063,41228085,1759686,0,
1288975,40044732,1760907,0,
1290007,41153535,1762355,0,
1290224,40038348,1762646,0,
1291216,40348982,1763996,0,
1291826,38554811,1764837,0,
1292359,40904304,1765577,0,
1292359,41023078,1765576,0,
1293201,41295367,1766778,0,
1293588,40904405,1767274,0,
1294023,41191564,1767865,0,
1294222,41170295,1768191,0,
1294277,41023398,1768258,0,
1296893,39995438,1772049,0,
1296895,39995436,1772051,0,
2193244,40038348,3016804,0,
1297899,40348983,1773410,0,
1298266,40904405,1774007,0,
1298430,37554961,1774235,0,
1300220,41236997,1776725,4,
1301229,40854366,1778131,0,
1303105,40377088,1780811,0,
1304158,41023398,1782232,0,
1308073,38371542,1787712,0,
1308382,37255776,1788147,0,
1308519,40946470,1788353,0,
1308519,41235843,1788352,0,
1308976,38554811,1789003,0,
1310615,40904298,1791300,0,
1311195,37118794,1792161,0,
1311648,38371535,1792772,0,
1313595,41153535,1795663,0,
1315622,36481986,1798594,0,
1315643,40161434,1798624,0,
1316309,37256892,1799601,2,
1316478,40458877,1799856,0,
1318025,40458875,1802239,0,
1318035,39419923,1802259,0,
1319975,40785904,1805009,0,
1320406,40962437,1805599,0,
1322536,38230600,1808558,0,
1322752,39552678,1808830,0,
1322878,40511300,1809015,0,
1323729,41295375,1810098,0,
1324841,39458607,1811709,0,
1325747,37475981,1812944,3,
1327274,39995437,1815116,0,
1327275,39995436,1815117,0,
1327834,41228085,1815888,0,
1328288,39961562,1816503,0,
1329050,41026318,1817527,0,
1330391,36323569,1819360,1,
1334195,41031933,1824172,0,
1338577,37365270,1829641,0,
1340181,38499941,1831641,0,
1343158,41013671,1835537,0,
1343671,39961562,1836219,0,
1343938,40524465,1836586,0,
1346910,40442855,1840633,0,
1347321,41106369,1841154,1,
1347991,41054041,1842039,0,
1348133,40348997,1842237,0,
1350779,40458875,1845862,0,
1352153,39987599,1847687,0,
1354723,39610068,1851305,0,
1360008,38202141,1858607,0,
1363717,41054041,1863814,0,
1364693,38499941,1865177,2,
1366383,37365270,1867439,0,
2193039,39598048,3016518,0,
1367835,37317827,1869425,0,
1368182,40127988,1869900,0,
1368690,37967153,1870620,0,
1370575,40934638,1873361,2,
1370575,17546789,1873360,4,
1371681,41222626,1874807,0,
1371787,41222624,1874941,0,
1372747,40934638,1876167,0,
1373109,37140590,1876631,0,
1373578,38907930,1877234,0,
1373771,40038348,1877468,0,
1376036,40749336,1880426,0,
1376963,41237001,1881623,0,
1377165,40749336,1881860,0,
1377711,38603120,1882534,0,
1377712,37331010,1882535,0,
1377739,39419987,1882567,0,
1378175,39419987,1883101,0,
1380635,38907930,1886276,0,
1382002,40785904,1888081,0,
1383404,40762852,1890009,0,
1383604,40762852,1890273,0,
1388488,37256892,1896859,0,
1389444,40044731,1898196,0,
1390025,40337692,1899057,0,
1390825,41264400,1900170,0,
1390767,40038348,1900093,0,
1390999,41264400,1900391,0,
1392909,41264400,1902867,0,
1395500,40926246,1906273,0,
1396332,41237001,1907381,0,
1398899,41237001,1910661,0,
1398995,41277740,1910789,0,
1404841,41154410,1918403,0,
1406704,41295371,1920891,0,
1413252,37140590,1929891,1,
1421229,38554811,1940859,0,
1422886,36620184,1942954,0,
1423923,40894526,1944345,0,
1427844,41244365,1949371,0,
1428364,41304236,1950051,0,
1428840,41170295,1950650,0,
1434988,41236997,1958666,0,
1436255,38907930,1960476,0,
1437868,41222631,1962674,0,
1440433,30586389,1966183,0,
1440686,41277740,1966544,0,
1441029,41228086,1967003,0,
1447351,38123761,1975533,1,
1447471,40283497,1975698,0,
1447602,40511531,1975868,0,
1448035,40423285,1976426,0,
1448286,40458877,1976749,0,
1448572,38221202,1977155,0,
1451711,40423288,1981437,0,
1451833,40785904,1981595,0,
1451830,37256892,1981592,0,
1453061,41017575,1983261,0,
1457053,40343962,1988521,0,
1457760,41237001,1989449,0,
1458471,39894805,1990432,0,
1458964,37836772,1991044,0,
1462858,40181801,1996155,0,
1463702,41222631,1997258,0,
1463803,39591725,1997389,0,
1467493,39419922,2002255,0,
1468252,40283500,2003228,0,
1468274,38202141,2003255,0,
1468301,40511531,2003290,0,
1468418,40348997,2003440,0,
1471443,39598048,2007259,0,
1471520,37836771,2007358,0,
1473371,41222637,2009751,0,
1474831,40377087,2011643,0,
1474939,40377087,2011783,0,
1477663,40785904,2015397,0,
1480406,36620182,2019056,1,
1481267,40038348,2020209,0,
1481311,41237001,2020292,0,
1482048,40785904,2021261,0,
1483258,40511531,2022937,0,
1487602,38907930,2029384,0,
1488344,36701183,2030528,0,
1489279,40819973,2031990,0,
1489993,40283500,2033092,0,
1491023,37637181,2034674,0,
1491189,38144897,2034932,0,
1491530,40926246,2035448,0,
1497104,38841374,2043828,0,
1497104,40373146,2043829,0,
1497104,41033656,2043827,0,
1497331,36617282,2044115,0,
1497520,39419923,2044364,0,
1501320,39009934,2049567,0,
1501320,41235845,2049568,0,
1501562,39072298,2049885,0,
1502664,40511531,2051431,0,
1502751,38131027,2051546,0,
1502936,41015275,2051786,0,
1503644,38221201,2052811,0,
1503885,39200301,2053157,0,
1503885,40553597,2053158,0,
1503921,40511531,2053216,0,
1504707,41233502,2054348,0,
1504966,40894512,2054702,0,
1505019,37197627,2054769,0,
1505697,40904405,2055770,0,
1506404,38795141,2056788,0,
1507145,40038348,2057826,0,
1507325,41222631,2058068,0,
1509776,40986447,2061382,0,
1509912,37317825,2061566,0,
1510904,41222637,2062937,0,
1511205,39419988,2063375,0,
1511398,39943820,2063647,0,
1511558,39072298,2063861,0,
1511695,39072298,2064029,0,
1513722,41222636,2066732,0,
1514481,40926246,2067761,0,
1515168,39943820,2068721,0,
1516688,40973670,2070860,0,
1517157,41237009,2071495,0,
1518079,41237001,2072804,0,
1518199,40348997,2072969,0,
1518152,40973670,2072901,0,
1518168,41237001,2072924,0,
1518433,38603122,2073286,0,
1519673,39009939,2075015,0,
1520123,39279612,2075632,0,
1520509,40894525,2076182,0,
1520587,41222635,2076288,0,
1520699,40337696,2076451,0,
1520818,39427201,2076623,0,
1524345,41222625,2081652,0,
1524510,40986447,2081923,0,
1525625,40986447,2083601,0,
1525779,40423285,2083815,1,
1526229,39598048,2084396,0,
1526856,39535503,2085224,0,
1527019,40340889,2085420,0,
1527345,39591723,2085887,0,
1527345,40348983,2085888,0,
1528122,40459698,2086958,0,
1528281,40511531,2087150,0,
1528281,40904405,2087149,0,
1528488,40038348,2087429,0,
1530248,40377087,2089894,0,
1531617,39258602,2091805,0,
1531795,40038348,2092064,0,
1532537,40511531,2093005,0,
1534425,39657044,2095792,0,
1534349,40894525,2095678,0,
1535479,40026065,2097427,0,
1535635,40348997,2097669,0,
1536003,40348997,2098163,0,
1537580,38202141,2100330,0,
1537750,39274460,2100557,0,
1538140,40553597,2101125,0,
1538140,41235845,2101126,0,
1538626,41232569,2101773,0,
1538747,40904405,2101925,0,
1538806,41236998,2102011,0,
1539275,18437898,2102660,0,
1539275,38554813,2102659,0,
1539766,36894143,2103330,0,
1540679,40458877,2104711,0,
1540956,39969240,2105139,0,
1541563,41232572,2106014,0,
1542007,40904405,2106654,0,
1542953,40459698,2108074,0,
1543377,41015040,2108614,0,
1543808,40852210,2109246,0,
1544163,41222635,2109710,1,
1544208,40904405,2109774,0,
1545095,36617282,2110981,0,
1545420,41304235,2111418,0,
1545481,39961562,2111505,0,
1545722,37541905,2111812,0,
1546574,41023731,2113023,0,
1546632,40511705,2113090,0,
1546613,40894525,2113069,0,
1547210,41277714,2113860,0,
1547463,37656571,2114209,0,
1548027,40026065,2114952,0,
1548030,41222631,2114955,0,
1548443,36817333,2115507,0,
1548903,41367680,2116135,0,
1549141,40377087,2116430,0,
1549889,36617282,2117392,0,
1549855,41093055,2117349,0,
1550136,41054041,2117698,0,
1551005,40459698,2118910,0,
1551242,37317827,2119260,0,
1551271,40894528,2119299,0,
1552063,41275951,2120393,0,
1552311,40348979,2120713,0,
1552915,40904405,2121567,0,
1552959,38221201,2121622,0,
1553192,41107248,2121938,0,
1553396,38221201,2122210,0,
1553533,39009935,2122391,0,
1553622,41235845,2122508,0,
1553894,41277714,2122879,0,
1553862,40459698,2122824,0,
1554334,40038348,2123461,0,
1554774,39591725,2124006,0,
1554656,40819973,2123862,0,
1555035,38221201,2124361,0,
1555709,38907930,2125248,0,
1556587,40377087,2126475,0,
1556486,40819973,2126335,0,
1556644,40511531,2126553,0,
1556860,39009929,2126882,1,
1557328,37509192,2127832,0,
1558191,40459698,2129152,0,
1559100,40443156,2130323,0,
1559851,40511531,2131362,0,
1559993,40511299,2131547,0,
1562197,39072298,2134601,0,
1562277,36283068,2134717,0,
1562272,39657044,2134709,0,
1562562,39657044,2135182,0,
1563682,40819973,2136862,0,
1569798,41153535,2145038,0,
1570578,39419987,2146378,0,
1571979,38554812,2148201,0,
1572244,39657044,2148553,0,
1572485,40511300,2148866,0,
1572613,40819973,2149031,0,
1572930,40852228,2149446,0,
1574699,40511299,2151774,0,
1575274,41222636,2152519,1,
1576505,38131027,2154127,0,
1577388,38638087,2155269,0,
1577616,37317827,2155562,0,
1579148,41237009,2157644,0,
1579217,37967170,2157740,0,
1579389,40894534,2157968,0,
1579424,40934355,2158013,0,
1579478,39009934,2158092,0,
1580236,40377087,2159136,0,
1580285,40761971,2159205,0,
1580822,40926246,2159932,0,
1580895,41054028,2160035,0,
1583420,40986447,2163490,0,
1583663,39873383,2163812,0,
1585112,38221201,2165778,0,
1585165,39009934,2165859,0,
1585469,39158245,2166302,0,
1586502,37637181,2167747,0,
1587070,39419987,2168567,0,
1587088,40349029,2168596,0,
1587775,40926246,2169590,0,
1587884,40986447,2169735,0,
1588013,40852210,2169900,0,
1588019,36894143,2169908,0,
1588019,41007382,2169907,0,
1588019,41007383,2169906,0,
1588034,40894512,2169930,0,
1589154,40894530,2171524,0,
1591805,39200300,2175379,0,
1592491,37140590,2176369,0,
1592619,41147933,2176557,0,
1592911,40026065,2176954,0,
1593878,40283500,2178254,0,
1594277,37509194,2178845,0,
1594613,19688365,2179324,0,
1594700,39591722,2179456,0,
1595104,38221201,2179983,0,
1595245,41232569,2180178,0,
1596267,18437898,2181585,0,
1597219,40854949,2182915,0,
1597909,37509195,2183909,0,
1598818,36249243,2185236,0,
1600863,41023398,2188190,0,
1601075,40511705,2188472,0,
1601289,40894534,2188770,0,
1602512,40986447,2190438,0,
1602930,39657044,2191054,0,
1603147,40283500,2191339,0,
1603530,41147931,2191847,0,
1604248,40986447,2192846,0,
1604550,41275951,2193232,0,
1605692,41007400,2194753,0,
1607009,40926246,2196515,0,
1608093,41054041,2197923,0,
1609662,41237001,2199977,0,
1610794,39259622,2201452,0,
1611592,41054028,2202494,0,
1611707,40038348,2202645,1,
1613311,38202141,2204783,0,
1615056,39926961,2207122,0,
1615685,39657044,2207928,0,
1616253,38777956,2208652,0,
1616816,38255278,2209378,0,
1618123,40762853,2211141,2,
1618252,40926246,2211315,0,
1619534,41147933,2213037,0,
1619799,40283500,2213424,0,
1620075,40894511,2213844,0,
1620757,40511532,2214737,0,
1620968,41277755,2215016,0,
1621532,39419988,2215803,0,
1622786,39009939,2217523,0,
1623653,40348997,2218643,0,
1623943,36617282,2219003,0,
1623966,39009935,2219034,0,
1624689,36617282,2219995,0,
1624800,37637208,2220150,1,
1625024,38131027,2220433,0,
1625256,41153535,2220745,0,
1625412,39657044,2220971,0,
1626497,36617282,2222484,0,
1626705,38638087,2222740,0,
1627244,36617282,2223431,0,
1629819,39009939,2226844,0,
1630193,39419988,2227353,0,
1630706,39419988,2228069,0,
1630807,41015040,2228187,0,
1630952,40762853,2228395,1,
1630957,41277714,2228400,0,
1631076,41275951,2228570,0,
1631219,38131027,2228760,0,
1631641,39419988,2229350,0,
1632476,41236990,2230558,0,
1633888,39419988,2232413,0,
1635541,39326366,2234647,0,
1635542,39326358,2234648,0,
1636958,39987594,2236558,0,
1637571,40771213,2237435,0,
1637655,41015040,2237547,0,
1637854,40348983,2237823,0,
1638219,40956111,2238375,0,
1638744,37140590,2239144,0,
1641380,40283497,2242690,0,
1641769,38131027,2243230,0,
1642388,36617323,2244043,0,
1642465,38638087,2244147,0,
1643049,39175578,2244962,0,
1643088,41237009,2245014,0,
1643224,41228089,2245210,0,
1643292,41001395,2245304,0,
1643249,38104892,2245241,0,
1645173,38202141,2248004,0,
1645335,40038348,2248215,0,
1645621,38131027,2248631,0,
1645803,39009934,2248880,0,
1645962,40819973,2249079,0,
1646244,39419996,2249503,0,
1646610,40762853,2250002,1,
1646503,40458878,2249862,0,
1646714,18885663,2250152,0,
1647943,40511299,2251891,0,
1647943,40904406,2251890,0,
1648198,37554172,2252241,0,
1648553,41008425,2252751,7,
1649121,30004860,2253548,0,
1649121,40511300,2253549,0,
1649723,41033655,2254386,0,
1651850,40485263,2257356,0,
1651987,39657044,2257543,0,
1652605,39657044,2258404,0,
1652545,39009930,2258327,0,
1652648,40283500,2258452,0,
1652654,39147513,2258458,0,
1652982,40819973,2258890,0,
1653671,30587328,2259802,0,
1653751,40762853,2259904,0,
1654223,40926246,2260513,0,
1654504,39598048,2260892,0,
1654540,39009930,2260957,0,
1654871,40348983,2261448,0,
1654871,40854952,2261447,0,
1655002,41024963,2261618,0,
1655040,36482004,2261662,0,
1654956,39147513,2261560,0,
1654956,40973670,2261561,0,
1655302,39175579,2262024,0,
1655783,40894526,2262655,0,
1658673,39147513,2266556,0,
1658893,40381885,2266870,0,
1660166,37509189,2268607,0,
1660821,40337714,2269545,0,
1661701,37197627,2270761,0,
1661758,40934638,2270827,0,
1662008,39147513,2271154,0,
1662580,39326365,2271916,0,
1662582,39326359,2271918,0,
1662583,39326361,2271919,0,
1662584,39326363,2271920,0,
1662745,40894512,2272127,0,
1662807,40904407,2272221,0,
1663064,37671210,2272581,0,
1663731,37637209,2273490,0,
1663731,38554811,2273489,0,
1663731,39200300,2273491,0,
1663870,40423285,2273681,0,
1666663,38144897,2277458,0,
1666724,40894517,2277540,0,
1667324,18437898,2278350,0,
1667436,40195301,2278506,0,
1667758,39467141,2278934,0,
1667984,40524463,2279220,0,
1668276,37255776,2279623,0,
1668749,39987599,2280239,0,
1669247,36617282,2280941,0,
1669812,37317825,2281697,0,
1670435,39987594,2282540,0,
1670525,18437898,2282655,0,
1671082,40423285,2283388,0,
1671154,36482045,2283489,0,
1671155,41001390,2283490,0,
1671327,40430343,2283722,0,
1671610,39009934,2284082,0,
1671539,41222633,2283987,0,
1671579,40125508,2284044,0,
1671575,39657044,2284040,0,
1671950,18822246,2284554,0,
1672590,40038348,2285448,0,
1672932,30516968,2285897,0,
1673668,40862298,2286847,0,
1673668,40862302,2286848,0,
1674061,41017575,2287376,2,
1674737,40894512,2288283,0,
1674810,41232569,2288386,0,
1675595,38554811,2289532,0,
1675749,40852210,2289754,0,
