fulfilment Id, SKURef, Item Id, Filled Qty 
1133823,41295367,1538176,0,
1133858,40854368,1538221,0,
1134694,39961562,1539354,0,
1137192,38426143,1542783,0,
1137192,38908641,1542782,0,
1137886,40283500,1543831,0,
1140414,15167578,1547453,0,
1140830,40894530,1548076,1,
1142850,41007390,1550967,0,
1142851,41007389,1550968,0,
1145666,40014633,1555033,0,
1147381,41007399,1557337,0,
1151693,38554813,1563244,0,
1151693,41008844,1563245,0,
1155768,41237003,1568864,0,
1157680,41007389,1571388,0,
1163062,39242151,1578769,0,
1165697,31054780,1582456,0,
1165697,36617283,1582453,0,
1165697,37155812,1582458,0,
1165697,38179559,1582455,0,
1165697,39985545,1582457,0,
1165697,40459698,1582460,0,
1165697,40553583,1582454,0,
1165697,40934355,1582459,0,
1166449,39242151,1583539,0,
1171316,41222637,1590439,0,
1172978,40894513,1592898,0,
1175571,41054046,1596760,0,
1176379,40926306,1598046,0,
1176535,40801208,1598296,0,
1176780,38619943,1598680,0,
1176780,40283497,1598679,0,
1177262,38371539,1599422,0,
1179428,40962437,1602678,0,
1179504,40935728,1602773,0,
1182471,40894525,1607131,0,
1183606,39894785,1608794,0,
1185426,39258599,1611391,0,
1185196,41054028,1611059,0,
1185964,38619943,1612163,0,
1185922,38554813,1612098,0,
1187634,38089700,1614592,0,
1188559,39175578,1615895,0,
1189590,40377091,1617387,0,
1191460,41312032,1620031,2,
1192889,40894525,1622054,0,
1192980,38554813,1622202,0,
1192919,40894526,1622115,0,
1193162,40894526,1622456,0,
1194138,37479975,1623865,0,
1194374,40894533,1624204,0,
1194618,40894526,1624561,0,
1194842,38499944,1624924,0,
1194842,38499949,1624925,0,
1195174,38144897,1625419,0,
1195348,40926306,1625684,0,
1196022,40181797,1626679,0,
1197061,39657044,1628124,0,
1199048,40459698,1630972,0,
1199378,39174295,1631403,0,
1200693,37317826,1633273,0,
1200818,40377091,1633450,0,
1201169,41222630,1633975,0,
1202654,30516968,1636054,0,
1203711,39961562,1637613,0,
1204114,40397771,1638182,0,
1204348,39995464,1638511,0,
1204699,37317823,1639049,0,
1210405,39827362,1647255,0,
1210840,38144897,1647893,0,
1210906,37256892,1648001,0,
1212255,39954965,1650007,0,
1212694,40301574,1650630,1,
1212990,38074176,1651078,0,
1213659,41143856,1652025,0,
1214225,41191568,1652872,0,
1214374,40904406,1653070,0,
1214583,41033655,1653370,0,
1214716,38841376,1653553,0,
1214716,38850852,1653556,0,
1214716,38883928,1653552,0,
1214716,38883943,1653554,0,
1214716,39934728,1653555,0,
1214887,39523935,1653791,0,
1215012,41306187,1653979,0,
1215373,41317227,1654514,0,
1215749,40038348,1655038,0,
1216417,40511531,1655982,0,
1216399,41312032,1655960,0,
1216718,41312032,1656409,0,
1216724,40348997,1656420,0,
1216804,41236998,1656536,0,
1217267,41312032,1657199,0,
1217695,39419923,1657840,0,
1218854,38144897,1659511,0,
1220189,37317825,1661371,0,
1220914,38104894,1662402,0,
1221027,37967153,1662559,0,
1221614,38099681,1663355,0,
1223590,41275951,1666109,0,
1225191,31054780,1668365,0,
1225191,40459698,1668364,0,
1228000,39174286,1672434,0,
1228058,41275951,1672506,0,
1228617,41275951,1673278,0,
1228814,41228090,1673559,2,
1228974,38202141,1673773,0,
1229496,39657044,1674535,0,
1230353,36323583,1675756,0,
1230722,30928986,1676313,0,
1230841,37256892,1676490,0,
1231068,41312032,1676847,0,
1232549,38144897,1678876,0,
1234325,41312032,1681414,0,
1234406,41191731,1681526,0,
1234603,38099681,1681802,0,
1236225,38907930,1684118,0,
1236916,41275951,1685052,0,
1237450,36729535,1685816,0,
1237962,38907930,1686539,0,
1238405,41292832,1687168,0,
1238406,40926307,1687169,0,
1238648,41275951,1687503,0,
1239112,39535503,1688165,0,
1241273,39790922,1691237,0,
1241404,40894514,1691414,0,
1242375,41222631,1692793,0,
1243356,40894534,1694278,0,
1246023,38619943,1698264,0,
1246004,40904410,1698233,0,
1246455,41237005,1698917,0,
1247659,39279612,1700823,0,
1249328,41028497,1703468,1,
1250508,41228085,1705263,0,
1251635,38619943,1707004,0,
1251703,41312032,1707110,0,
1252978,38619943,1709236,0,
1253034,40458877,1709324,0,
1253334,41312032,1709835,0,
1260007,39790921,1720106,1,
1260234,40004182,1720435,0,
1261941,40126073,1722909,0,
1261971,40195301,1722945,0,
1262915,40511301,1724347,0,
1266180,41275951,1729091,0,
1266384,39995437,1729415,0,
1266386,37232285,1729417,0,
1267803,19688365,1731509,0,
1268716,37456962,1732770,2,
1273293,40894533,1739005,2,
1274432,39790922,1740518,0,
1274798,40442858,1741049,0,
1275373,39985543,1741853,0,
1275325,37456950,1741787,0,
1277583,39175578,1745027,1,
2370896,38638087,3267069,1,
1279161,40894534,1747183,0,
1281835,40935732,1750903,0,
1283398,41222631,1753080,0,
1283720,41153535,1753519,1,
1284415,36388770,1754538,0,
1285027,41007399,1755376,0,
1285082,40028648,1755456,1,
1285369,40973670,1755903,0,
1285439,41222630,1756010,0,
1285724,40348997,1756408,0,
1286036,38422092,1756861,0,
1286845,37427301,1758066,0,
1287519,40511300,1758954,0,
1288244,30004860,1759925,0,
1288704,30004860,1760512,0,
1289808,39827366,1762072,0,
1290616,39419923,1763165,0,
1290618,40904313,1763168,0,
1290805,40348982,1763419,0,
1291429,30928985,1764272,0,
1291270,38338180,1764067,6,
1291270,38338179,1764066,3,
1291502,38179556,1764377,0,
1291787,37784431,1764768,0,
1291787,38338180,1764769,0,
1291787,39894791,1764770,0,
1293360,38603119,1766987,0,
1293662,40986447,1767367,0,
1295116,39987594,1769476,0,
1296762,41295367,1771858,0,
1296835,40767372,1771967,0,
1298589,39894793,1774442,1,
1299611,39175578,1775881,0,
1299962,40524464,1776389,0,
1299952,36617269,1776378,0,
1300365,40442858,1776926,0,
1301590,40161438,1778622,2,
1302080,37967169,1779322,0,
1302176,40511524,1779468,0,
1302533,41228085,1779977,0,
1302813,39987594,1780371,0,
1302868,30004860,1780463,0,
1303272,39995436,1781036,1,
1303520,40126234,1781363,0,
1303627,39200300,1781508,0,
1304112,40894533,1782169,0,
1304271,39961562,1782384,0,
1304622,40894534,1782855,0,
1305380,40894525,1783918,0,
1305827,41244365,1784506,0,
1306118,36617269,1784940,0,
1306357,31054780,1785301,0,
1306585,41222631,1785613,0,
1307704,40894513,1787212,0,
1308141,40740148,1787804,0,
1308397,37197624,1788165,0,
1308470,40603924,1788275,0,
1308782,40491984,1788750,0,
1310142,30004860,1790635,0,
1310214,38221201,1790718,0,
1310581,41170300,1791250,0,
1312555,38182421,1794091,0,
1312578,39320643,1794142,0,
1313025,38179555,1794770,1,
1313025,39009926,1794769,1,
1315486,40854952,1798405,0,
1315252,41001390,1798087,0,
1316558,39419923,1799984,2,
1316582,40973670,1800020,0,
1317051,30004860,1800697,0,
1318350,40348983,1802708,0,
1318281,41268779,1802597,0,
1318283,41008844,1802599,0,
1318487,31054780,1802916,0,
1318264,39657051,1802573,0,
1319149,39894799,1803879,0,
1320036,40283500,1805105,0,
1320841,40962437,1806201,0,
1320843,40962437,1806203,0,
1321555,41023397,1807207,0,
1321889,39158242,1807687,0,
1325386,41237001,1812455,0,
1326635,41228085,1814192,0,
1327692,37479975,1815673,0,
1327693,38269943,1815674,0,
1328073,41237001,1816219,0,
1329697,39458616,1818375,0,
1329727,37475981,1818419,1,
1329968,40894530,1818740,0,
1330185,40894530,1819032,0,
1330256,40458877,1819143,0,
1330744,39458607,1819876,1,
1333341,40894513,1823136,0,
1336078,40004182,1826578,0,
1337197,36800716,1827927,0,
1339209,40348982,1830449,0,
1339628,40801205,1830947,0,
1343378,37317827,1835812,0,
1343418,40852235,1835873,0,
1345723,38104892,1839017,0,
1345723,38104902,1839018,0,
1346697,40028646,1840354,0,
1347317,41237006,1841149,2,
1349325,40283497,1843846,0,
1351783,39174269,1847215,0,
1352250,37554961,1847816,0,
1353626,40028646,1849738,0,
1354214,39419987,1850579,0,
1355263,36620182,1852065,0,
1356413,41054035,1853648,1,
1358690,36620182,1856722,1,
1358869,40986449,1856981,0,
1358852,41191564,1856957,0,
1359664,40028646,1858077,0,
1360095,40762852,1858734,0,
1362705,41135755,1862404,0,
1362923,39995438,1862714,0,
1363509,40161438,1863535,0,
1364002,38202141,1864235,0,
1364499,38554801,1864885,0,
1364933,38638087,1865493,0,
1366595,39458617,1867739,0,
1367015,37317826,1868278,0,
1367988,36481995,1869636,0,
1367989,41054041,1869637,0,
1368026,37317827,1869689,0,
1368177,39591722,1869892,0,
1368299,37256892,1870068,0,
1368273,39274460,1870038,0,
1368448,38144897,1870285,0,
1368533,40283500,1870407,0,
1369247,40377091,1871383,0,
1369703,39419917,1872072,0,
1371725,39419987,1874868,0,
1372578,40004186,1875948,0,
1374023,39072306,1877794,0,
1375567,39383317,1879792,0,
1376234,40926306,1880688,0,
1377242,36323576,1881946,0,
1378369,40785904,1883374,0,
1380078,40038348,1885580,0,
1381135,41237001,1886925,0,
1382534,37256892,1888794,0,
1384890,37140590,1891958,0,
1385400,39419991,1892614,1,
1387399,41304234,1895349,0,
1389390,41228086,1898116,0,
1390881,41264400,1900244,0,
1390918,41264400,1900290,0,
1391082,40038348,1900496,0,
1391216,41264400,1900660,0,
1391403,41237001,1900907,0,
1393965,41191731,1904215,1,
1393965,39987594,1904214,1,
1395212,39591722,1905893,0,
1395213,39961562,1905894,0,
1399286,41295368,1911167,0,
1399789,40283497,1911820,2,
1401076,41277755,1913454,0,
1401251,41277755,1913720,0,
1404155,40423285,1917503,1,
1404427,36817333,1917866,0,
1405657,40169053,1919456,0,
1415488,39995437,1933004,0,
1417247,41237001,1935485,0,
1418169,38907930,1936759,0,
1418481,41367680,1937166,0,
1418546,40634930,1937250,0,
1422813,40986448,1942860,0,
1423622,40986448,1943975,0,
1423622,41228086,1943976,0,
1424085,41277755,1944558,0,
1424408,41170305,1944997,0,
1424428,40421224,1945028,0,
1425996,40894518,1947038,0,
1426181,38179555,1947269,0,
1426514,18437898,1947698,0,
1426514,39009929,1947697,0,
1426514,40854949,1947696,0,
1427283,39591723,1948665,0,
1427443,40894518,1948857,0,
1427721,41222631,1949219,0,
1427939,40343967,1949494,0,
1428216,39778243,1949842,0,
1428216,40181801,1949843,0,
1428341,40421244,1950026,0,
1431358,38907930,1953931,0,
1431688,36323576,1954369,0,
1432916,40973670,1955980,0,
1435196,40283500,1958953,0,
1436851,40926246,1961306,0,
1442666,40348997,1969308,0,
1451573,41222637,1981253,0,
1452082,41222637,1981930,0,
1453438,38371534,1983818,0,
1453686,38554811,1984139,0,
1456256,39419988,1987472,0,
1459832,37317825,1992172,0,
1459975,38179555,1992351,0,
1460431,40973670,1992954,0,
1461052,38123745,1993771,0,
1461380,40894520,1994182,0,
1462162,40026065,1995244,0,
1463826,31054780,1997432,0,
1464240,40342385,1997993,0,
1465492,40986448,1999671,0,
1465608,40819973,1999809,0,
1465730,40926306,1999971,0,
1467263,40926306,2001969,0,
1468881,41304236,2004004,0,
1469047,40038348,2004205,1,
1469229,39995438,2004413,0,
1469230,39995437,2004414,0,
1469298,40377087,2004511,0,
1470214,39961562,2005633,0,
1470283,37656576,2005720,0,
1470283,39778243,2005718,0,
1470283,40181801,2005719,0,
1472349,40511531,2008488,0,
1472012,41237001,2007986,0,
1472512,40511300,2008679,0,
1472512,40511301,2008680,0,
1471913,41233754,2007862,0,
1471942,41236993,2007892,0,
1473679,41015040,2010116,0,
1473898,30587328,2010401,0,
1474162,41191730,2010750,0,
1475756,40340889,2012870,0,
1475756,40340902,2012871,0,
1475797,40340889,2012918,0,
1477443,40785904,2015088,0,
1478796,40894510,2016915,0,
1481663,37836771,2020761,0,
1484502,36620184,2024758,0,
1485364,41222625,2026005,0,
1485583,40340902,2026311,0,
1486321,40340903,2027404,0,
1487010,40340903,2028452,0,
1487568,41222637,2029336,0,
1487588,37541907,2029363,0,
1489964,40973670,2033053,0,
1491390,38144897,2035240,0,
1494130,38104896,2039322,0,
1494767,41136114,2040369,0,
1500030,41445178,2047778,0,
1501725,41222631,2050132,0,
1502292,40458875,2050927,0,
1503377,39147513,2052421,0,
1504341,40330810,2053815,0,
1506655,40904405,2057135,0,
1507317,40026065,2058056,0,
1507507,40511531,2058333,0,
1508131,39200294,2059188,0,
1508630,38554813,2059827,0,
1508936,36323576,2060258,0,
1510088,41147929,2061790,0,
1512212,41275951,2064682,0,
1513567,36617282,2066524,0,
1514815,41304235,2068234,0,
1516218,39009935,2070216,0,
1516218,39009941,2070215,0,
1516350,41237001,2070407,0,
1517600,39147513,2072112,0,
1517934,41198758,2072591,0,
1518246,39582765,2073031,0,
1518886,40852210,2073936,0,
1519099,40038348,2074243,0,
1519106,40852210,2074250,0,
1519828,40894513,2075240,0,
1520249,41054038,2075803,0,
1521086,38674363,2076985,0,
1521253,40038348,2077220,0,
1521332,39657044,2077342,0,
1521738,40973670,2077924,0,
1523692,40904405,2080693,0,
1523408,38371544,2080291,0,
1523627,39419906,2080607,0,
1523757,38230600,2080799,0,
1524233,40203147,2081489,0,
1524689,38907930,2082208,0,
1525069,40904405,2082744,0,
1525588,40340903,2083544,0,
1527018,39969240,2085419,0,
1526973,39419988,2085365,0,
1526973,40511300,2085364,0,
1527274,40862303,2085794,0,
1528165,36283068,2087008,0,
1529215,40511531,2088449,0,
1529182,36617282,2088397,0,
1530334,39961562,2090011,0,
1531401,40771213,2091497,0,
1531401,40771214,2091496,0,
1531251,40904405,2091305,0,
1531270,36617282,2091333,0,
1531270,37509195,2091331,0,
1531270,41237009,2091332,0,
1531448,40459698,2091557,0,
1531584,39175578,2091740,0,
1533181,40553597,2093943,0,
1534943,36323576,2096554,0,
1534954,39419911,2096565,0,
1535297,39535503,2097184,0,
1535784,41222635,2097868,0,
1536455,40894513,2098793,0,
1536500,36609441,2098844,0,
1536577,40511531,2098948,0,
1536613,40381886,2098989,0,
1536660,39631360,2099055,0,
1536757,36617282,2099173,0,
1538058,39894793,2101017,0,
1537986,41232569,2100921,0,
1538216,41236991,2101239,0,
1538403,38708360,2101466,0,
1538778,36617282,2101971,0,
1538931,41237000,2102174,0,
1538991,41015040,2102258,0,
1539852,40511531,2103451,0,
1539852,40904405,2103450,0,
1540677,37509192,2104709,0,
1541310,40904405,2105660,0,
1541330,40511531,2105675,0,
1541669,40986448,2106145,0,
1542636,40330810,2107645,0,
1542845,37509192,2107928,0,
1543157,37541905,2108324,0,
1544211,40014633,2109777,0,
1544427,39657044,2110053,0,
1544455,41054041,2110086,0,
1544811,40026065,2110578,0,
1545561,31054780,2111611,0,
1545685,38104896,2111760,0,
1547869,40026065,2114756,0,
1548435,37509194,2115498,0,
1548606,39419988,2115738,0,
1548957,38858923,2116209,0,
1549507,40854952,2116918,0,
1549656,40038348,2117105,0,
1550923,39175578,2118809,0,
1551979,40511300,2120275,0,
1552885,40511531,2121513,0,
1553413,40459698,2122235,0,
1553535,41304236,2122393,0,
1553853,39419988,2122809,0,
1554549,41023398,2123730,0,
1554573,41222631,2123756,0,
1554703,37541905,2123923,0,
1555656,38202141,2125167,0,
1556132,41228088,2125831,0,
1557029,40894525,2127168,0,
1557655,40511532,2128353,0,
1558220,39591723,2129186,0,
1558206,39009925,2129169,0,
1558285,38638087,2129270,0,
1558733,39419988,2129834,0,
1559050,40934638,2130258,0,
1559797,39657044,2131280,0,
1560813,39200301,2132624,0,
1561642,40026065,2133729,0,
1561957,41275951,2134201,0,
1562589,40340903,2135214,0,
1565362,41054038,2139250,0,
1565302,41222631,2139179,0,
1565338,39458609,2139224,0,
1565490,39419991,2139409,0,
1565633,37541905,2139584,0,
1565697,40184578,2139673,0,
1567073,40085656,2141390,0,
1567824,39657044,2142315,0,
1568267,38269945,2142949,0,
1568396,40511531,2143122,0,
1570843,39029923,2146716,0,
1571020,39200301,2146939,0,
1571194,40459698,2147172,0,
1571306,39009934,2147306,0,
1572671,37140590,2149111,0,
1572784,37256892,2149256,0,
1572666,40423285,2149105,0,
1572878,40986447,2149384,0,
1573165,41304234,2149763,0,
1573494,40986447,2150174,0,
1574201,38554813,2151090,0,
1574398,39419988,2151343,0,
1575482,39419988,2152796,0,
1575915,39200295,2153357,0,
1576017,41023731,2153485,0,
1576390,40423285,2153970,0,
1576561,41277714,2154194,0,
1576730,39657044,2154423,0,
1577010,41222624,2154768,0,
1577378,36617323,2155258,0,
1577709,40348983,2155706,0,
1577957,39200301,2156049,0,
1578478,37509195,2156727,0,
1578567,40348983,2156852,0,
1579222,40459698,2157747,0,
1579245,37509193,2157780,0,
1579702,39009933,2158419,0,
2370686,41652441,3266772,1,
1580000,40442858,2158823,0,
1580001,39894789,2158824,0,
1580582,40348983,2159613,0,
1583654,36894143,2163796,0,
1583654,40771213,2163797,0,
1583853,40458875,2164072,0,
1583841,39158245,2164059,0,
1584241,38221201,2164639,0,
1584389,39419988,2164835,0,
1585206,40026065,2165925,0,
1585524,41191564,2166383,0,
1586602,40511300,2167879,0,
1586706,40852228,2168021,0,
1586941,39158245,2168378,0,
1587516,40423285,2169224,0,
1587579,39200301,2169312,0,
1588357,40511524,2170408,0,
1590099,40511524,2172868,0,
1590099,40904407,2172867,0,
1590217,41267143,2173051,0,
1590529,41275951,2173485,0,
1592556,37541906,2176467,0,
1592556,40819973,2176466,0,
1592834,38131027,2176839,0,
1592760,37637205,2176735,0,
1593886,40926246,2178271,0,
1594062,41031935,2178530,0,
1594167,41015040,2178698,0,
1594596,37836772,2179304,0,
1594792,40381886,2179578,0,
1594958,38221201,2179796,0,
1595053,37637206,2179924,0,
1595053,39591723,2179925,0,
1595148,38221201,2180052,0,
1595321,39657044,2180301,0,
1596394,36672503,2181770,0,
1596427,40986447,2181818,0,
1596733,39657044,2182219,0,
1597621,40283500,2183471,0,
1597621,40986447,2183472,0,
1598558,40511524,2184843,0,
1598825,40904405,2185246,0,
1600692,40038348,2187972,0,
1601296,40986447,2188779,0,
1601786,38094454,2189444,0,
1603149,41054041,2191341,0,
1604176,39009934,2192761,0,
1604891,37509193,2193684,0,
1605521,41135755,2194538,0,
1607233,40216244,2196804,0,
1607449,40894525,2197075,0,
1607772,37509191,2197496,0,
1607772,40026065,2197497,0,
1607745,41054041,2197458,0,
1607972,39419988,2197764,1,
1608400,39009928,2198322,0,
1608817,39591726,2198838,0,
1609446,38638087,2199698,0,
1609581,40348997,2199879,0,
1609927,40511299,2200328,0,
1609927,40511300,2200327,0,
1610855,36617282,2201522,0,
1610965,38708360,2201671,0,
1610935,41008425,2201630,0,
1611070,38777956,2201804,0,
1611301,40038348,2202098,0,
1611468,36617282,2202328,0,
1611468,40381886,2202327,0,
1611690,40216244,2202626,0,
1612179,41023398,2203259,0,
1612504,38179555,2203685,0,
1613949,41228087,2205663,0,
1614963,36617327,2207009,0,
1615210,40004182,2207332,0,
1615772,41023397,2208029,0,
2368640,41542689,3263751,1,
1616658,40381886,2209180,0,
1616602,41236989,2209112,0,
1617288,41222636,2210003,0,
1617289,40458877,2210004,0,
1617221,41147931,2209911,0,
1617770,40283500,2210657,0,
1617762,37637208,2210646,0,
1619366,41191568,2212794,0,
