Y3Vyc29yOi0tLTEzNTc0MThfXzE2MDY2OTAzNjMwMzA=,1357418,Enviado al Cliente,1012,3001409400,846370,Fulfilment en Proceso,1171858,En Espera de Recoleccion,'
Y3Vyc29yOi0tLTEzNTczOTBfXzE2MDY2OTAwOTAwOTc=,1357390,Enviado al Cliente,1001,3001387493,831697,Fulfilment en Proceso,1226514,En Espera de Recoleccion,'1357390
Y3Vyc29yOi0tLTEzNTcyNzlfXzE2MDY2ODkyMDEyNjI=,1357279,Enviado al Cliente,1006,3001409349,846274,Fulfilment en Proceso,1180892,En Espera de Recoleccion,'
Y3Vyc29yOi0tLTEzNTcyMDlfXzE2MDY2ODg2NTM0MTU=,1357209,Enviado al Cliente,1010,3001374031,823024,Entregado Parcial,1168232,En Espera de Recoleccion,'
Y3Vyc29yOi0tLTEzNTY4ODlfXzE2MDY2ODU5ODMxNjA=,1356889,Enviado al Cliente,9900,3001408814,845974,Fulfilment en Proceso,1250218,Enviado al Cliente,'38123834.1607766076
Y3Vyc29yOi0tLTEzNTU3NjZfXzE2MDY2NzY3OTM5NzM=,1355766,Enviado al Cliente,1002,3001407624,845092,Fulfilment en Proceso,1167777,En Espera de Recoleccion,'
Y3Vyc29yOi0tLTEzNTU1NDBfXzE2MDY2NzUwOTE4MDk=,1355540,Enviado al Cliente,1012,3001407375,844914,Fulfilment en Proceso,1167597,En Espera de Recoleccion,'6058669020651703553977
Y3Vyc29yOi0tLTEzNTUxNDFfXzE2MDY2NzE3NjU5MDQ=,1355141,Enviado al Cliente,1012,3001407012,844616,Fulfilment en Proceso,1183293,En Espera de Recoleccion,'
Y3Vyc29yOi0tLTEzNTUwMThfXzE2MDY2NzAzNDA3Nzk=,1355018,Enviado al Cliente,1002,3001406953,844515,Fulfilment en Proceso,1167733,En Espera de Recoleccion,'
Y3Vyc29yOi0tLTEzNTQzNTZfXzE2MDY2NjAwNTgzNzk=,1354356,Enviado al Cliente,1002,1001406242,843979,Entregado Parcial,1168407,En Espera de Recoleccion,'
Y3Vyc29yOi0tLTEzNTQwOTBfXzE2MDY2MzcyNDg4OTQ=,1354090,Enviado al Cliente,1012,3001405881,843779,Entregado Parcial,1165464,En Espera de Recoleccion,'
Y3Vyc29yOi0tLTEzNTM3MzRfXzE2MDY2Mjg4MTg5Nzk=,1353734,Enviado al Cliente,1012,3001405492,843511,Fulfilment en Proceso,1165477,Enviado al Cliente,'7058669020651703553887
Y3Vyc29yOi0tLTEzNTM1NDlfXzE2MDY2MjY2NDE3Nzk=,1353549,Enviado al Cliente,9900,3001405377,843370,Entregado Parcial,1199668,Enviado al Cliente,'38202141.1607096432
