Order Id, Order Ref, Fulfilment Id, Status, CreatedOn
1265578,1002047781,1936082,Recolectado,2021-03-30T19:14:47.668Z,
1265577,2002047853,1936081,Recolectado,2021-03-30T19:13:36.383Z,
1265550,3002047755,1936048,Recolectado,2021-03-30T18:58:35.569Z,
1265549,1002047842,1936047,Recolectado,2021-03-30T18:57:41.192Z,
1265533,1002047520,1936029,Recolectado,2021-03-30T18:46:05.988Z,
1265531,2002047529,1936028,Recolectado,2021-03-30T18:44:24.339Z,
1265522,1002047725,1936019,Recolectado,2021-03-30T18:39:08.529Z,
1265505,1002047524,1936000,Recolectado,2021-03-30T18:30:41.954Z,
1265470,1002047675,1935960,Recolectado,2021-03-30T18:02:37.917Z,
1265461,3002047490,1935949,Recolectado,2021-03-30T18:00:06.423Z,
1265451,1002047498,1935939,Recolectado,2021-03-30T17:53:30.869Z,
1265425,1002047481,1935902,Recolectado,2021-03-30T17:34:48.813Z,
1265425,1002047481,1935901,Recolectado,2021-03-30T17:34:44.960Z,
1265425,1002047481,1935900,Recolectado,2021-03-30T17:34:43.134Z,
1265409,1002047628,1935883,Recolectado,2021-03-30T17:24:21.507Z,
1265347,3002047450,1935810,Recolectado,2021-03-30T16:41:55.445Z,
1265339,3002047551,1935798,Recolectado,2021-03-30T16:35:01.462Z,
1265319,3002047441,1935780,Recolectado,2021-03-30T16:21:09.769Z,
1265302,3002047414,1935762,Recolectado,2021-03-30T16:06:47.117Z,
1265296,1002047407,1935756,Recolectado,2021-03-30T16:04:14.548Z,
1265296,1002047407,1935755,Recolectado,2021-03-30T16:04:12.921Z,
1265296,1002047407,1935754,Recolectado,2021-03-30T16:04:05.685Z,
1265291,2002047232,1935749,Recolectado,2021-03-30T16:00:19.883Z,
1265278,1002047390,1935733,Recolectado,2021-03-30T15:47:33.197Z,
1265244,1002047343,1935695,Recolectado,2021-03-30T15:15:45.212Z,
1265216,3002047197,1935660,Recolectado,2021-03-30T14:31:09.526Z,
1265211,1002047194,1935652,Recolectado,2021-03-30T14:28:26.861Z,
1265199,1002047319,1935636,Recolectado,2021-03-30T14:13:19.957Z,
1265178,3002047177,1935613,Recolectado,2021-03-30T13:35:19.988Z,
1265178,3002047177,1935612,Recolectado,2021-03-30T13:35:17.197Z,
1265169,3002047287,1935602,Recolectado,2021-03-30T13:16:07.403Z,
1265137,3002047163,1935566,Recolectado,2021-03-30T11:31:05.962Z,
1265110,3002047121,1935540,Recolectado,2021-03-30T07:49:44.379Z,
1265105,3002047141,1935535,Recolectado,2021-03-30T07:30:59.211Z,
1265093,3002047094,1935522,Recolectado,2021-03-30T07:00:44.969Z,
1265093,3002047094,1935520,Recolectado,2021-03-30T07:00:39.571Z,
1265072,1002047068,1935496,Recolectado,2021-03-30T06:26:16.093Z,
1265069,3002047062,1935493,Recolectado,2021-03-30T06:21:30.722Z,
1265026,1002047018,1935438,Recolectado,2021-03-30T05:24:48.072Z,
1265009,3002046868,1935420,Recolectado,2021-03-30T05:01:35.537Z,
1265009,3002046868,1935419,Recolectado,2021-03-30T05:01:34.254Z,
1265003,1002046866,1935413,Recolectado,2021-03-30T04:58:18.551Z,
1265000,3002046985,1935408,Recolectado,2021-03-30T04:53:10.917Z,
1264994,1002046858,1935402,Recolectado,2021-03-30T04:45:04.217Z,
1264988,1002046860,1935396,Recolectado,2021-03-30T04:32:40.995Z,
1264972,1002046958,1935373,Recolectado,2021-03-30T04:25:55.600Z,
1264966,3002046952,1935366,Recolectado,2021-03-30T04:21:13.017Z,
1264966,3002046952,1935360,Recolectado,2021-03-30T04:20:50.410Z,
1264953,1002046944,1935343,Recolectado,2021-03-30T04:14:59.284Z,
1264943,1002046844,1935335,Recolectado,2021-03-30T04:00:17.396Z,
1264943,1002046844,1935334,Recolectado,2021-03-30T04:00:16.134Z,
1264943,1002046844,1935333,Recolectado,2021-03-30T04:00:13.663Z,
1264926,1002046787,1935313,Recolectado,2021-03-30T03:41:54.141Z,
1264926,1002046787,1935312,Recolectado,2021-03-30T03:41:52.458Z,
1264924,3002046633,1935310,Recolectado,2021-03-30T03:41:18.707Z,
1264924,3002046633,1935309,Recolectado,2021-03-30T03:41:16.847Z,
