Order Id, Status, CreatedOn, SKU Refs
288033,Orden con Cancelacion,2020-07-08T20:37:40.860Z,{'40880678'}
287876,Orden con Cancelacion,2020-07-08T19:59:55.773Z,{'40621648', '40530162', '40621653'}
287579,Fulfilment en Proceso,2020-07-08T18:50:26.206Z,{'40435391'}
286523,Fulfilment con Cancelacion,2020-07-08T14:55:59.267Z,{'40591282'}
286215,Fulfilment en Proceso,2020-07-08T12:51:52.572Z,{'40667252'}
286154,Cancelado,2020-07-08T09:58:39.392Z,{'40109517', '40425872'}
284960,Fulfilment con Cancelacion,2020-07-08T01:44:33.666Z,{'40645560'}
284575,Orden con Cancelacion,2020-07-08T00:31:07.869Z,{'40591296'}
283451,Fulfilment en Proceso,2020-07-07T20:30:51.252Z,{'40620052'}
281144,Orden con Cancelacion,2020-07-07T03:12:48.411Z,{'40591747'}
279135,Orden con Cancelacion,2020-07-06T19:28:27.698Z,{'40503285'}
278191,Fulfilment en Proceso,2020-07-06T15:50:09.747Z,{'40530153'}
274567,Fulfilment en Proceso,2020-07-05T19:45:34.476Z,{'40530153', '40503285'}
270635,Solicitud de Devolución Iniciada,2020-07-04T22:07:27.930Z,{'40828956'}
Order Id, Status, CreatedOn, SKU Refs
261876,Fulfilment en Proceso,2020-07-03T04:03:08.325Z,{'40782836'}
261750,Fulfilment en Proceso,2020-07-03T03:35:34.712Z,{'40466313'}
261741,Fulfilment en Proceso,2020-07-03T03:31:33.317Z,{'40594406', '40594517', '40468073'}
261551,Solicitud de Devolución Iniciada,2020-07-03T02:50:31.841Z,{'40658670'}
261268,Fulfilment en Proceso,2020-07-03T01:43:10.878Z,{'40225203'}
259821,Fulfilment en Proceso,2020-07-02T20:30:47.888Z,{'40139276'}
258370,Orden con Cancelacion,2020-07-02T14:58:40.621Z,{'40776630'}
257490,Fulfilment en Proceso,2020-07-02T03:42:16.468Z,{'40400022'}
257361,Fulfilment con Cancelacion,2020-07-02T03:10:35.024Z,{'40878022', '40418251', '40853825'}
256956,Fulfilment con Cancelacion,2020-07-02T01:41:02.491Z,{'40450725', '40321917'}
256324,Orden con Cancelacion,2020-07-01T23:30:36.705Z,{'30283686'}
256143,Entregado Parcial,2020-07-01T22:54:03.020Z,{'40435380', '40298382', '40509622', '40435381', '40522199'}
255796,Fulfilment con Cancelacion,2020-07-01T21:37:55.970Z,{'40700585', '40657304'}
255764,Fulfilment con Cancelacion,2020-07-01T21:29:03.286Z,{'40522826'}
255290,Orden con Cancelacion,2020-07-01T19:47:15.098Z,{'40450687'}
253537,Fulfilment en Proceso,2020-07-01T06:16:05.525Z,{'40347534'}
252633,Orden con Cancelacion,2020-07-01T02:52:33.012Z,{'40435381', '40435631'}
252577,Orden con Cancelacion,2020-07-01T02:44:55.810Z,{'37624287'}
252432,Fulfilment en Proceso,2020-07-01T02:20:36.855Z,{'40530154', '40530284'}
252267,Orden con Cancelacion,2020-07-01T01:54:41.471Z,{'40661189', '40664163'}
252264,Solicitud de Devolución Iniciada,2020-07-01T01:54:31.208Z,{'40773996'}
252136,Orden con Cancelacion,2020-07-01T01:31:31.773Z,{'40455766'}
252014,Orden con Cancelacion,2020-07-01T01:15:21.005Z,{'40621653'}
251841,Fulfilment con Cancelacion,2020-07-01T00:47:38.585Z,{'40622097', '40807033', '40809731', '40472115'}
251761,Solicitud de Devolución Iniciada,2020-07-01T00:34:26.578Z,{'40624574', '40502452', '40623641', '40472671', '40502482', '40472705', '40547920', '40613945'}
251539,Solicitud de Devolución Iniciada,2020-07-01T00:00:25.004Z,{'40225210', '40321746', '40170770'}
