Order Id, Order Ref, Fulfilment Id, Status, CreatedOn, Estafeta tracking Number
1095734,1001793565,1706879,Recolectado,2021-01-27T02:55:53.080Z,'
1095734,1001793565,1706878,Recolectado,2021-01-27T02:55:52.083Z,'
1095721,3001793501,1706862,Recolectado,2021-01-27T02:52:49.518Z,'
1095698,1001793431,1706832,Recolectado,2021-01-27T02:48:10.775Z,'
1095601,3001793352,1706688,Recolectado,2021-01-27T02:35:33.359Z,'
1095601,3001793352,1706686,Recolectado,2021-01-27T02:35:29.936Z,'
1095575,1001793226,1706642,Recolectado,2021-01-27T02:31:23.817Z,'
1095557,1001793221,1706609,Recolectado,2021-01-27T02:30:01.959Z,'
1095521,3001793195,1706563,Recolectado,2021-01-27T02:25:23.797Z,'
1095456,3001793148,1706466,Recolectado,2021-01-27T02:15:46.347Z,'
1095452,3001793056,1706465,Recolectado,2021-01-27T02:15:44.898Z,'
1095452,3001793056,1706464,Recolectado,2021-01-27T02:15:43.665Z,'
1095425,3001793018,1706430,Recolectado,2021-01-27T02:10:55.566Z,'
1095423,1001793123,1706429,Recolectado,2021-01-27T02:10:45.679Z,'
1095423,1001793123,1706427,Recolectado,2021-01-27T02:10:42.937Z,'
1095423,1001793123,1706426,Recolectado,2021-01-27T02:10:40.718Z,'
1095413,3001793116,1706411,Recolectado,2021-01-27T02:09:42.112Z,'
1095408,3001793006,1706404,Recolectado,2021-01-27T02:08:47.415Z,'
1095332,1001792965,1706279,Recolectado,2021-01-27T01:57:09.172Z,'
1095302,1001792926,1706231,Recolectado,2021-01-27T01:53:35.405Z,'
1095255,3001792829,1706166,Recolectado,2021-01-27T01:47:09.967Z,'
1095233,1001792729,1706154,Recolectado,2021-01-27T01:46:17.865Z,'
1095233,1001792729,1706151,Recolectado,2021-01-27T01:46:14.888Z,'
1095233,1001792729,1706148,Recolectado,2021-01-27T01:46:13.957Z,'
1095241,3001792726,1706141,Recolectado,2021-01-27T01:46:10.322Z,'
1095234,1001792730,1706132,Recolectado,2021-01-27T01:46:04.829Z,'
1095218,3001792811,1706111,Recolectado,2021-01-27T01:43:58.243Z,'
1095216,3001792862,1706108,Recolectado,2021-01-27T01:43:36.467Z,'
1095212,3001792859,1706101,Recolectado,2021-01-27T01:43:09.874Z,'
1095205,1001792855,1706093,Recolectado,2021-01-27T01:41:56.655Z,'
1095198,3001792801,1706082,Recolectado,2021-01-27T01:40:39.208Z,'
1095119,1001792677,1705967,Recolectado,2021-01-27T01:30:59.171Z,'
1095093,3001792658,1705917,Recolectado,2021-01-27T01:24:01.922Z,'
1095081,3001792646,1705901,Recolectado,2021-01-27T01:22:22.722Z,'
1095074,3001792638,1705892,Recolectado,2021-01-27T01:20:11.394Z,'
1094974,1001792462,1705754,Recolectado,2021-01-27T01:05:25.056Z,'
1094957,1001792429,1705733,Recolectado,2021-01-27T01:03:01.287Z,'
1094865,1001792356,1705596,Recolectado,2021-01-27T00:49:54.305Z,'
1094855,3001792300,1705581,Recolectado,2021-01-27T00:49:02.328Z,'
1094811,1001792274,1705525,Recolectado,2021-01-27T00:44:42.030Z,'
1094811,1001792274,1705523,Recolectado,2021-01-27T00:44:39.150Z,'
1094811,1001792274,1705521,Recolectado,2021-01-27T00:44:36.900Z,'
1094722,1001791989,1705394,Recolectado,2021-01-27T00:30:45.974Z,'
1094722,1001791989,1705391,Recolectado,2021-01-27T00:30:44.142Z,'
1094722,1001791989,1705389,Recolectado,2021-01-27T00:30:43.179Z,'
1094728,1001792060,1705387,Recolectado,2021-01-27T00:30:42.707Z,'
1094581,3001791924,1705182,Recolectado,2021-01-27T00:05:55.544Z,'
1094573,2001791920,1705168,Recolectado,2021-01-27T00:04:03.967Z,'
1094522,1001791799,1705105,Recolectado,2021-01-26T23:57:13.489Z,'
1094522,1001791799,1705104,Recolectado,2021-01-26T23:57:10.830Z,'
1094522,1001791799,1705103,Recolectado,2021-01-26T23:57:09.094Z,'
1094522,1001791799,1705102,Recolectado,2021-01-26T23:57:08.157Z,'
1094520,3001791897,1705100,Recolectado,2021-01-26T23:56:08.393Z,'
1094497,1001791780,1705065,Recolectado,2021-01-26T23:51:51.589Z,'
1094485,1001791873,1705047,Recolectado,2021-01-26T23:49:27.315Z,'
1094411,1001791625,1704949,Recolectado,2021-01-26T23:39:46.301Z,'
1094363,3001791663,1704877,Recolectado,2021-01-26T23:30:21.304Z,'
1094335,1001791636,1704836,Recolectado,2021-01-26T23:24:05.740Z,'
1087213,1001780994,1704814,Recolectado,2021-01-26T23:21:17.377Z,'
1094306,1001791561,1704782,Recolectado,2021-01-26T23:17:04.956Z,'
1094287,3001791333,1704759,Recolectado,2021-01-26T23:15:42.071Z,'
1094293,3001791492,1704758,Recolectado,2021-01-26T23:15:41.977Z,'
1094261,1001791473,1704728,Recolectado,2021-01-26T23:11:32.832Z,'
1094249,1001791460,1704714,Recolectado,2021-01-26T23:08:08.825Z,'
1094233,3001791415,1704690,Recolectado,2021-01-26T23:03:46.599Z,'
1094209,1001791367,1704649,Recolectado,2021-01-26T23:00:40.502Z,'
1094198,1001791400,1704643,Recolectado,2021-01-26T23:00:30.284Z,'
1094190,1001791313,1704635,Recolectado,2021-01-26T22:58:21.582Z,'
1094176,3001791384,1704617,Recolectado,2021-01-26T22:55:52.430Z,'
1094139,1001791134,1704568,Recolectado,2021-01-26T22:48:28.966Z,'
1094102,1001791044,1704509,Recolectado,2021-01-26T22:45:34.698Z,'
1094089,1001791235,1704490,Recolectado,2021-01-26T22:44:04.649Z,'
1090620,3001786125,1704489,Recolectado,2021-01-26T22:44:04.459Z,'
1094056,1001791189,1704440,Recolectado,2021-01-26T22:36:58.322Z,'
1094020,3001790991,1704375,Recolectado,2021-01-26T22:31:09.172Z,'
1094004,3001791050,1704359,Recolectado,2021-01-26T22:29:15.288Z,'
1093991,3001791026,1704335,Recolectado,2021-01-26T22:26:36.217Z,'
1093954,1001790923,1704281,Recolectado,2021-01-26T22:18:19.684Z,'
1081987,3001773431,1704216,Recolectado,2021-01-26T22:10:43.060Z,'
1093894,1001790902,1704183,Recolectado,2021-01-26T22:06:36.073Z,'
1093877,3001790816,1704156,Recolectado,2021-01-26T22:03:00.034Z,'
1093869,3001790882,1704143,Recolectado,2021-01-26T22:01:08.799Z,'
1093861,3001790726,1704133,Recolectado,2021-01-26T22:00:44.637Z,'
1093847,1001790798,1704107,Recolectado,2021-01-26T21:58:04.603Z,'
1093809,3001790766,1704055,Recolectado,2021-01-26T21:49:52.206Z,'
1093764,3001790730,1703999,Recolectado,2021-01-26T21:44:16.275Z,'
1093749,3001790708,1703981,Recolectado,2021-01-26T21:40:03.132Z,'
1093714,1001790659,1703936,Recolectado,2021-01-26T21:32:17.438Z,'
1093668,1001790514,1703884,Recolectado,2021-01-26T21:26:36.054Z,'
1093651,1001790498,1703861,Recolectado,2021-01-26T21:21:22.363Z,'
1093611,1001790418,1703818,Recolectado,2021-01-26T21:15:46.338Z,'
1093611,1001790418,1703817,Recolectado,2021-01-26T21:15:44.626Z,'
1093611,1001790418,1703816,Recolectado,2021-01-26T21:15:43.604Z,'
1093618,1001790554,1703801,Recolectado,2021-01-26T21:15:37.096Z,'
1093592,3001790456,1703775,Recolectado,2021-01-26T21:11:32.183Z,'
1093507,3001790289,1703655,Recolectado,2021-01-26T20:59:12.423Z,'
1093462,1001790353,1703586,Recolectado,2021-01-26T20:51:19.875Z,'
1093446,3001790338,1703565,Recolectado,2021-01-26T20:47:33.336Z,'
1093446,3001790338,1703564,Recolectado,2021-01-26T20:47:31.606Z,'
1093421,1001790117,1703534,Recolectado,2021-01-26T20:45:42.330Z,'
1093418,1001790087,1703529,Recolectado,2021-01-26T20:45:35.541Z,'
1093366,1001790176,1703459,Recolectado,2021-01-26T20:36:08.400Z,'
1093355,1001790100,1703448,Recolectado,2021-01-26T20:34:12.335Z,'
1093291,1001790014,1703363,Recolectado,2021-01-26T20:25:55.385Z,'
1093251,1001790040,1703305,Recolectado,2021-01-26T20:19:08.411Z,'
1093177,1001789803,1703199,Recolectado,2021-01-26T20:08:15.298Z,'
1093175,3001789799,1703196,Recolectado,2021-01-26T20:07:56.505Z,'
1093169,3001789898,1703190,Recolectado,2021-01-26T20:07:09.549Z,'
1093151,1001789785,1703163,Recolectado,2021-01-26T20:04:18.559Z,'
1093123,3001789772,1703128,Recolectado,2021-01-26T20:01:09.678Z,'
1093123,3001789772,1703127,Recolectado,2021-01-26T20:01:07.967Z,'
1093100,3001789844,1703091,Recolectado,2021-01-26T19:59:04.489Z,'
1092957,3001789508,1702868,Recolectado,2021-01-26T19:36:13.539Z,'
1092909,1001789299,1702802,Recolectado,2021-01-26T19:31:05.518Z,'
1092905,3001789467,1702797,Recolectado,2021-01-26T19:30:47.389Z,'
1092779,1001789257,1702617,Recolectado,2021-01-26T19:13:01.037Z,'
1082834,3001774580,1702602,Recolectado,2021-01-26T19:10:33.846Z,'
1092754,1001789216,1702588,Recolectado,2021-01-26T19:07:55.431Z,'
1092754,1001789216,1702587,Recolectado,2021-01-26T19:07:54.421Z,'
1092738,3001789192,1702569,Recolectado,2021-01-26T19:04:11.524Z,'
1092720,3001789006,1702547,Recolectado,2021-01-26T19:01:18.637Z,'
1092720,3001789006,1702545,Recolectado,2021-01-26T19:01:15.672Z,'
1092687,1001789087,1702497,Recolectado,2021-01-26T18:55:20.637Z,'
1092667,1001789141,1702469,Recolectado,2021-01-26T18:51:28.757Z,'
1092622,1001789042,1702410,Recolectado,2021-01-26T18:44:56.776Z,'
947726,3001574724,1702376,Recolectado,2021-01-26T18:38:28.585Z,'
1092589,1001788968,1702367,Recolectado,2021-01-26T18:36:53.333Z,'
1092572,1001788814,1702343,Recolectado,2021-01-26T18:32:42.283Z,'
1075774,1001764505,1702310,Recolectado,2021-01-26T18:29:26.497Z,'
1092537,1001788801,1702299,Recolectado,2021-01-26T18:27:57.288Z,'
1092531,1001788921,1702290,Recolectado,2021-01-26T18:26:21.031Z,'
1092521,1001788903,1702279,Recolectado,2021-01-26T18:23:11.620Z,'
1092432,3001788741,1702169,Recolectado,2021-01-26T18:04:26.506Z,'
1092406,1001788619,1702135,Recolectado,2021-01-26T18:00:04.340Z,'
1092388,1001788680,1702114,Recolectado,2021-01-26T17:54:37.387Z,'
1092381,3001788616,1702108,Recolectado,2021-01-26T17:53:16.525Z,'
1092361,1001788655,1702080,Recolectado,2021-01-26T17:47:35.885Z,'
1092357,1001788597,1702071,Recolectado,2021-01-26T17:46:46.977Z,'
1092319,1001788578,1702023,Recolectado,2021-01-26T17:41:03.503Z,'
1092319,1001788578,1702022,Recolectado,2021-01-26T17:41:02.386Z,'
1092314,1001788523,1702015,Recolectado,2021-01-26T17:39:57.771Z,'
1092307,1001788569,1702007,Recolectado,2021-01-26T17:38:47.032Z,'
1092269,3001788492,1701959,Recolectado,2021-01-26T17:28:19.366Z,'
1092250,1001788427,1701935,Recolectado,2021-01-26T17:23:31.543Z,'
1087881,1001781876,1701856,Recolectado,2021-01-26T17:12:53.860Z,'
1092189,1001788383,1701854,Recolectado,2021-01-26T17:12:28.622Z,'
1092154,1001788282,1701805,Recolectado,2021-01-26T17:01:45.912Z,'
1092145,3001788222,1701795,Recolectado,2021-01-26T17:00:18.400Z,'
1092145,3001788222,1701794,Recolectado,2021-01-26T17:00:16.677Z,'
1092138,1001788129,1701785,Recolectado,2021-01-26T17:00:04.990Z,'
1092113,1001788338,1701752,Recolectado,2021-01-26T16:54:42.845Z,'
1092092,1001788230,1701723,Recolectado,2021-01-26T16:48:17.626Z,'
1092082,3001788219,1701710,Recolectado,2021-01-26T16:47:03.870Z,'
1092066,1001788149,1701677,Recolectado,2021-01-26T16:45:37.435Z,'
1092059,1001788205,1701674,Recolectado,2021-01-26T16:44:56.159Z,'
1092040,1001788181,1701649,Recolectado,2021-01-26T16:39:22.432Z,'
1092040,1001788181,1701648,Recolectado,2021-01-26T16:39:20.461Z,'
1092040,1001788181,1701647,Recolectado,2021-01-26T16:39:18.297Z,'
1092040,1001788181,1701646,Recolectado,2021-01-26T16:39:14.224Z,'
1092035,1001788173,1701641,Recolectado,2021-01-26T16:38:18.085Z,'
1092035,1001788173,1701640,Recolectado,2021-01-26T16:38:16.728Z,'
1092036,3001788174,1701639,Recolectado,2021-01-26T16:38:10.377Z,'
1092001,3001787984,1701597,Recolectado,2021-01-26T16:31:07.607Z,'
1091986,1001788033,1701579,Recolectado,2021-01-26T16:27:43.101Z,'
1091984,3001788030,1701576,Recolectado,2021-01-26T16:27:07.547Z,'
1091984,3001788030,1701575,Recolectado,2021-01-26T16:27:03.943Z,'
1091973,1001788072,1701559,Recolectado,2021-01-26T16:24:32.830Z,'
1091937,1001787948,1701508,Recolectado,2021-01-26T16:16:06.128Z,'
1091929,1001787988,1701497,Recolectado,2021-01-26T16:12:43.700Z,'
1091929,1001787988,1701496,Recolectado,2021-01-26T16:12:40.782Z,'
1091929,1001787988,1701495,Recolectado,2021-01-26T16:12:38.334Z,'
1091923,1001788043,1701487,Recolectado,2021-01-26T16:11:40.974Z,'
1091911,1001787975,1701469,Recolectado,2021-01-26T16:06:43.199Z,'
1091896,1001787960,1701448,Recolectado,2021-01-26T16:00:42.588Z,'
1091887,1001787923,1701435,Recolectado,2021-01-26T15:59:13.730Z,'
1091877,1001787949,1701424,Recolectado,2021-01-26T15:56:47.707Z,'
1091877,1001787949,1701423,Recolectado,2021-01-26T15:56:45.827Z,'
1091832,1001787818,1701367,Recolectado,2021-01-26T15:37:09.816Z,'
1091828,3001787816,1701366,Recolectado,2021-01-26T15:37:05.446Z,'
1091828,3001787816,1701364,Recolectado,2021-01-26T15:37:00.509Z,'
1091828,3001787816,1701363,Recolectado,2021-01-26T15:36:58.889Z,'
1091828,3001787816,1701362,Recolectado,2021-01-26T15:36:56.349Z,'
1091828,3001787816,1701361,Recolectado,2021-01-26T15:36:54.368Z,'
1091789,1001787876,1701310,Recolectado,2021-01-26T15:23:17.552Z,'
1091781,1001787779,1701300,Recolectado,2021-01-26T15:19:47.386Z,'
1091756,3001787766,1701274,Recolectado,2021-01-26T15:08:02.074Z,'
1091754,3001787764,1701269,Recolectado,2021-01-26T15:07:16.922Z,'
1091703,3001787728,1701207,Recolectado,2021-01-26T14:39:03.778Z,'
1091682,1001787619,1701180,Recolectado,2021-01-26T14:26:30.880Z,'
1091621,3001787586,1701105,Recolectado,2021-01-26T13:09:24.545Z,'
1091619,3001787584,1701103,Recolectado,2021-01-26T13:00:26.514Z,'
1091612,1001787659,1701092,Recolectado,2021-01-26T12:43:02.768Z,'
1091588,3001787566,1701055,Recolectado,2021-01-26T10:19:23.432Z,'
1091560,3001787510,1701021,Recolectado,2021-01-26T08:46:04.495Z,'
1091544,3001787495,1701003,Recolectado,2021-01-26T08:03:18.549Z,'
1091502,3001787461,1700941,Recolectado,2021-01-26T07:14:32.922Z,'
1091502,3001787461,1700940,Recolectado,2021-01-26T07:14:31.646Z,'
1091502,3001787461,1700939,Recolectado,2021-01-26T07:14:29.957Z,'
1091502,3001787461,1700938,Recolectado,2021-01-26T07:14:28.974Z,'
1091480,3001787426,1700915,Recolectado,2021-01-26T06:57:48.226Z,'
1091459,3001787280,1700889,Recolectado,2021-01-26T06:42:04.690Z,'
1091457,3001787278,1700887,Recolectado,2021-01-26T06:41:30.923Z,'
1091457,3001787278,1700886,Recolectado,2021-01-26T06:41:28.901Z,'
1091451,1001787384,1700877,Recolectado,2021-01-26T06:34:55.136Z,'
1091430,3001787361,1700843,Recolectado,2021-01-26T06:21:05.193Z,'
1091429,1001787360,1700842,Recolectado,2021-01-26T06:20:57.225Z,'
1091412,1001787251,1700817,Recolectado,2021-01-26T06:15:53.084Z,'
1091406,1001787245,1700809,Recolectado,2021-01-26T06:11:16.648Z,'
1091406,1001787245,1700808,Recolectado,2021-01-26T06:11:14.923Z,'
1091406,1001787245,1700807,Recolectado,2021-01-26T06:11:13.934Z,'
1091405,1001787231,1700806,Recolectado,2021-01-26T06:10:22.453Z,'
1091401,1001787223,1700801,Recolectado,2021-01-26T06:07:48.122Z,'
1091355,1001787133,1700726,Recolectado,2021-01-26T05:45:36.598Z,'
1091276,3001787039,1700614,Recolectado,2021-01-26T05:15:08.441Z,'
1091230,3001786946,1700563,Recolectado,2021-01-26T05:03:19.248Z,'
1091197,1001786826,1700523,Recolectado,2021-01-26T04:51:49.908Z,'
1091119,1001786782,1700424,Recolectado,2021-01-26T04:27:06.782Z,'
1091101,1001786837,1700405,Recolectado,2021-01-26T04:22:05.028Z,'
1091101,1001786837,1700404,Recolectado,2021-01-26T04:22:02.912Z,'
1091089,3001786759,1700388,Recolectado,2021-01-26T04:17:49.975Z,'
1091061,1001786704,1700348,Recolectado,2021-01-26T04:05:57.582Z,'
1091056,3001786697,1700343,Recolectado,2021-01-26T04:03:23.448Z,'
1091056,3001786697,1700342,Recolectado,2021-01-26T04:03:22.609Z,'
1091050,1001786628,1700335,Recolectado,2021-01-26T04:01:59.930Z,'
1091044,3001786659,1700319,Recolectado,2021-01-26T04:00:37.565Z,'
1091023,1001786674,1700296,Recolectado,2021-01-26T03:56:33.623Z,'
1090998,1001786655,1700261,Recolectado,2021-01-26T03:47:12.247Z,'
1090979,1001786528,1700236,Recolectado,2021-01-26T03:45:05.304Z,'
1023567,1001686054,1700224,Recolectado,2021-01-26T03:42:02.873Z,'
1090951,3001786524,1700202,Recolectado,2021-01-26T03:36:33.511Z,'
1090919,1001786492,1700154,Recolectado,2021-01-26T03:25:40.878Z,'
1090910,1001786485,1700143,Recolectado,2021-01-26T03:22:00.830Z,'
1090910,1001786485,1700142,Recolectado,2021-01-26T03:21:59.907Z,'
1090895,1001786473,1700126,Recolectado,2021-01-26T03:17:52.703Z,'
1090886,3001786447,1700114,Recolectado,2021-01-26T03:15:48.981Z,'
1090886,3001786447,1700113,Recolectado,2021-01-26T03:15:47.935Z,'
1090856,1001786328,1700073,Recolectado,2021-01-26T03:08:44.805Z,'
1090849,1001786321,1700057,Recolectado,2021-01-26T03:07:01.853Z,'
1090849,1001786321,1700055,Recolectado,2021-01-26T03:06:59.944Z,'
1090849,1001786321,1700054,Recolectado,2021-01-26T03:06:58.805Z,'
1083871,1001776117,1700048,Recolectado,2021-01-26T03:03:58.672Z,'
1090817,3001786406,1700004,Recolectado,2021-01-26T02:58:18.720Z,'
1090817,3001786406,1700003,Recolectado,2021-01-26T02:58:17.800Z,'
1090787,1001786285,1699969,Recolectado,2021-01-26T02:48:50.976Z,'
1090787,1001786285,1699968,Recolectado,2021-01-26T02:48:49.777Z,'
1090787,1001786285,1699967,Recolectado,2021-01-26T02:48:48.343Z,'
1090787,1001786285,1699966,Recolectado,2021-01-26T02:48:46.861Z,'
1090787,1001786285,1699965,Recolectado,2021-01-26T02:48:44.513Z,'
1090760,1001786212,1699942,Recolectado,2021-01-26T02:45:15.373Z,'
1090760,1001786212,1699939,Recolectado,2021-01-26T02:45:14.074Z,'
1090760,1001786212,1699934,Recolectado,2021-01-26T02:45:11.602Z,'
1090707,1001786006,1699857,Recolectado,2021-01-26T02:31:04.560Z,'
1090659,2001786165,1699796,Recolectado,2021-01-26T02:17:20.925Z,'
1090647,1001786158,1699783,Recolectado,2021-01-26T02:13:49.064Z,'
1090593,1001785978,1699715,Recolectado,2021-01-26T01:52:38.325Z,'
1090586,1001786096,1699701,Recolectado,2021-01-26T01:49:37.901Z,'
1090559,3001786078,1699663,Recolectado,2021-01-26T01:42:58.901Z,'
1090531,3001786044,1699608,Recolectado,2021-01-26T01:32:34.983Z,'
1090523,3001785902,1699596,Recolectado,2021-01-26T01:31:09.476Z,'
948258,1001575472,1699530,Recolectado,2021-01-26T01:16:15.263Z,'
1090425,1001785728,1699471,Recolectado,2021-01-26T01:05:09.205Z,'
1090419,1001785717,1699460,Recolectado,2021-01-26T01:03:02.405Z,'
1084171,3001776495,1699400,Recolectado,2021-01-26T00:50:53.128Z,'
1090331,1001785749,1699304,Recolectado,2021-01-26T00:36:44.708Z,'
1090331,1001785749,1699303,Recolectado,2021-01-26T00:36:42.506Z,'
1090302,1001785623,1699250,Recolectado,2021-01-26T00:28:57.897Z,'
1090298,3001785614,1699243,Recolectado,2021-01-26T00:27:47.358Z,'
1090287,1001785522,1699227,Recolectado,2021-01-26T00:23:39.487Z,'
1090276,3001785591,1699214,Recolectado,2021-01-26T00:21:16.096Z,'
1090193,3001785397,1699075,Recolectado,2021-01-25T23:56:02.477Z,'
1090172,1001785375,1699044,Recolectado,2021-01-25T23:50:15.419Z,'
1090171,1001785451,1699042,Recolectado,2021-01-25T23:49:36.945Z,'
1090164,1001785446,1699036,Recolectado,2021-01-25T23:48:26.082Z,'
1090164,1001785446,1699034,Recolectado,2021-01-25T23:48:24.647Z,'
1090164,1001785446,1699033,Recolectado,2021-01-25T23:48:23.684Z,'
1084900,1001777645,1699007,Recolectado,2021-01-25T23:44:08.380Z,'
1090116,1001785329,1698968,Recolectado,2021-01-25T23:36:05.817Z,'
1090116,1001785329,1698967,Recolectado,2021-01-25T23:36:03.298Z,'
1090060,3001785278,1698888,Recolectado,2021-01-25T23:19:52.855Z,'
1089988,1001785112,1698765,Recolectado,2021-01-25T23:00:38.913Z,'
1089962,1001785030,1698725,Recolectado,2021-01-25T22:56:49.978Z,'
1087062,1001780674,1698591,Recolectado,2021-01-25T22:30:13.264Z,'
1089873,1001784963,1698583,Recolectado,2021-01-25T22:27:57.662Z,'
1089863,3001784896,1698568,Recolectado,2021-01-25T22:24:14.281Z,'
1089787,3001784693,1698455,Recolectado,2021-01-25T22:00:05.950Z,'
1089709,1001784669,1698344,Recolectado,2021-01-25T21:33:36.040Z,'
1089649,1001784617,1698282,Recolectado,2021-01-25T21:16:30.197Z,'
1089603,3001784570,1698203,Recolectado,2021-01-25T20:58:50.231Z,'
1089578,1001784476,1698173,Recolectado,2021-01-25T20:48:57.501Z,'
1089569,1001784429,1698156,Recolectado,2021-01-25T20:45:35.818Z,'
1089563,3001784375,1698142,Recolectado,2021-01-25T20:45:10.053Z,'
1089547,1001784427,1698129,Recolectado,2021-01-25T20:43:14.444Z,'
1089543,1001784423,1698124,Recolectado,2021-01-25T20:41:41.929Z,'
1089530,1001784456,1698107,Recolectado,2021-01-25T20:37:26.952Z,'
1089530,1001784456,1698106,Recolectado,2021-01-25T20:37:24.570Z,'
1089529,3001784455,1698105,Recolectado,2021-01-25T20:36:28.521Z,'
1089518,3001784448,1698091,Recolectado,2021-01-25T20:32:26.718Z,'
1089454,3001784297,1697991,Recolectado,2021-01-25T20:15:38.410Z,'
1089351,1001784246,1697853,Recolectado,2021-01-25T19:48:56.633Z,'
1089321,1001784130,1697810,Recolectado,2021-01-25T19:43:26.038Z,'
1089320,3001784127,1697808,Recolectado,2021-01-25T19:43:10.449Z,'
1089298,3001784106,1697779,Recolectado,2021-01-25T19:35:37.572Z,'
1089290,1001784013,1697771,Recolectado,2021-01-25T19:33:47.905Z,'
1089224,1001783960,1697674,Recolectado,2021-01-25T19:15:29.913Z,'
1089142,1001783890,1697557,Recolectado,2021-01-25T18:54:59.753Z,'
1089123,3001783852,1697527,Recolectado,2021-01-25T18:46:28.428Z,'
1089122,3001783757,1697521,Recolectado,2021-01-25T18:46:12.110Z,'
1089089,1001783732,1697480,Recolectado,2021-01-25T18:42:14.262Z,'
1089087,1001783764,1697478,Recolectado,2021-01-25T18:41:30.708Z,'
1089048,1001783613,1697424,Recolectado,2021-01-25T18:30:35.063Z,'
1089029,3001783687,1697400,Recolectado,2021-01-25T18:23:39.328Z,'
1089028,3001783686,1697399,Recolectado,2021-01-25T18:23:36.321Z,'
1089013,1001783667,1697378,Recolectado,2021-01-25T18:19:31.370Z,'
1089013,1001783667,1697376,Recolectado,2021-01-25T18:19:29.526Z,'
1089013,1001783667,1697375,Recolectado,2021-01-25T18:19:26.470Z,'
1089013,1001783667,1697374,Recolectado,2021-01-25T18:19:24.896Z,'
1088989,1001783606,1697342,Recolectado,2021-01-25T18:13:57.148Z,'
1088987,3001783650,1697340,Recolectado,2021-01-25T18:13:15.414Z,'
1088983,1001783647,1697335,Recolectado,2021-01-25T18:12:52.536Z,'
1088976,3001783642,1697327,Recolectado,2021-01-25T18:11:40.063Z,'
1088963,1001783585,1697303,Recolectado,2021-01-25T18:06:48.452Z,'
1088937,3001783456,1697257,Recolectado,2021-01-25T18:00:06.317Z,'
1088892,1001783474,1697202,Recolectado,2021-01-25T17:49:28.511Z,'
1088891,1001783472,1697201,Recolectado,2021-01-25T17:48:31.024Z,'
1088891,1001783472,1697200,Recolectado,2021-01-25T17:48:30.077Z,'
1088872,1001783407,1697173,Recolectado,2021-01-25T17:45:04.802Z,'
1088858,3001783449,1697155,Recolectado,2021-01-25T17:40:27.688Z,'
1088845,1001783438,1697140,Recolectado,2021-01-25T17:35:41.892Z,'
1088845,1001783438,1697139,Recolectado,2021-01-25T17:35:40.305Z,'
1088840,3001783333,1697133,Recolectado,2021-01-25T17:34:22.569Z,'
1088817,1001783394,1697108,Recolectado,2021-01-25T17:28:13.623Z,'
1088809,1001783305,1697099,Recolectado,2021-01-25T17:24:33.153Z,'
1088800,1001783292,1697090,Recolectado,2021-01-25T17:20:58.204Z,'
1088780,1001783255,1697074,Recolectado,2021-01-25T17:15:18.768Z,'
1088780,1001783255,1697073,Recolectado,2021-01-25T17:15:17.599Z,'
1088780,1001783255,1697071,Recolectado,2021-01-25T17:15:15.998Z,'
1088780,1001783255,1697070,Recolectado,2021-01-25T17:15:14.784Z,'
1088762,3001783358,1697039,Recolectado,2021-01-25T17:08:51.262Z,'
1088755,1001783252,1697031,Recolectado,2021-01-25T17:06:24.392Z,'
1088700,1001783105,1696960,Recolectado,2021-01-25T16:51:49.003Z,'
1088685,3001783146,1696936,Recolectado,2021-01-25T16:45:07.971Z,'
1088615,3001783024,1696849,Recolectado,2021-01-25T16:26:42.926Z,'
1088614,3001782934,1696848,Recolectado,2021-01-25T16:26:40.838Z,'
1088599,3001783009,1696829,Recolectado,2021-01-25T16:20:32.237Z,'
1088559,1001782978,1696780,Recolectado,2021-01-25T16:12:10.142Z,'
1088489,1001782870,1696688,Recolectado,2021-01-25T15:39:42.094Z,'
1088485,3001782807,1696683,Recolectado,2021-01-25T15:38:27.664Z,'
1088468,1001782855,1696664,Recolectado,2021-01-25T15:29:42.500Z,'
1088455,3001782791,1696644,Recolectado,2021-01-25T15:24:46.351Z,'
1088455,3001782791,1696643,Recolectado,2021-01-25T15:24:44.623Z,'
1088455,3001782791,1696642,Recolectado,2021-01-25T15:24:43.587Z,'
1088435,1001782617,1696620,Recolectado,2021-01-25T15:16:08.784Z,'
1088419,1001782760,1696594,Recolectado,2021-01-25T15:05:36.606Z,'
1088416,1001782759,1696591,Recolectado,2021-01-25T15:03:58.092Z,'
1088410,1001782751,1696582,Recolectado,2021-01-25T15:00:51.695Z,'
1088400,1001782742,1696571,Recolectado,2021-01-25T14:55:03.218Z,'
1088370,3001782714,1696531,Recolectado,2021-01-25T14:32:55.868Z,'
1088338,1001782586,1696492,Recolectado,2021-01-25T14:01:04.298Z,'
1088301,3001782574,1696444,Recolectado,2021-01-25T13:15:06.357Z,'
1088297,3001782642,1696439,Recolectado,2021-01-25T13:00:03.764Z,'
1088293,3001782649,1696431,Recolectado,2021-01-25T12:56:19.484Z,'
1088245,3001782435,1696370,Recolectado,2021-01-25T09:16:06.237Z,'
1088235,3001782429,1696348,Recolectado,2021-01-25T08:45:36.172Z,'
1088216,3001782403,1696324,Recolectado,2021-01-25T08:00:05.516Z,'
1088170,3001782382,1696267,Recolectado,2021-01-25T07:14:26.826Z,'
1088141,1001782302,1696232,Recolectado,2021-01-25T06:55:12.138Z,'
1088137,3001782354,1696224,Recolectado,2021-01-25T06:53:46.174Z,'
