Order Id, Fulfilment ID, Fulfilment Status, Created On, SKU Ref, SKU ID, Requested Quantity, Filled Quantity, Rejected Quantity
857073,1371583,Entregado al Cliente,2020-12-01T21:31:12.270Z,41132420,1874684,2,2,0
857071,1371582,Entregado al Cliente,2020-12-01T21:31:07.444Z,40024884,1874683,1,1,0
857070,1371581,Entregado al Cliente,2020-12-01T21:31:07.250Z,40619978,1874682,1,1,0
857070,1371581,Entregado al Cliente,2020-12-01T21:31:07.250Z,40619987,1874681,1,1,0
857069,1371580,Entregado al Cliente,2020-12-01T21:30:55.474Z,41276680,1874680,1,1,0
857068,1371579,Entregado al Cliente,2020-12-01T21:30:48.969Z,40880133,1874679,2,2,0
857067,1371578,Entregado al Cliente,2020-12-01T21:30:36.794Z,1338926,1874678,1,0,0
857067,1371578,Entregado al Cliente,2020-12-01T21:30:36.794Z,35802800,1874677,1,0,0
857067,1371577,En Proceso de Surtido,2020-12-01T21:30:34.853Z,39598049,1874676,1,0,0
857066,1371576,Enviado al Cliente,2020-12-01T21:30:34.657Z,40473499,1874675,1,1,0
857065,1371575,Enviado al Cliente,2020-12-01T21:30:02.453Z,41293750,1874674,1,1,0
857064,1371574,En Proceso de Surtido,2020-12-01T21:29:13.568Z,36199948,1874673,1,0,0
857063,1371573,Entregado al Cliente,2020-12-01T21:28:53.490Z,41132420,1874672,1,1,0
857063,1371573,Entregado al Cliente,2020-12-01T21:28:53.490Z,41276680,1874671,1,1,0
857062,1371572,RMA Reintegro de Inventario,2020-12-01T21:28:24.562Z,39985807,1874670,1,0,1
857061,1371571,Entregado al Cliente,2020-12-01T21:28:23.708Z,40244634,1874669,1,1,0
857060,1371570,Entregado al Cliente,2020-12-01T21:28:05.417Z,41034498,1874668,1,1,0
857059,1371569,Entregado al Cliente,2020-12-01T21:27:51.331Z,41106799,1874667,1,1,0
857058,1371568,Entregado al Cliente,2020-12-01T21:27:14.071Z,40203152,1874666,1,1,0
857057,1371567,Entregado al Cliente,2020-12-01T21:27:06.063Z,41276680,1874665,1,1,0
857056,1371566,Entregado al Cliente,2020-12-01T21:26:05.758Z,39405504,1874664,1,1,0
857055,1371565,Entregado al Cliente,2020-12-01T21:24:52.013Z,39065602,1874663,1,1,0
857054,1371564,Entregado al Cliente,2020-12-01T21:23:45.787Z,40518051,1874662,1,1,0
857053,1371563,Enviado al Cliente,2020-12-01T21:22:45.616Z,40444889,1874661,1,1,0
857053,1371563,Enviado al Cliente,2020-12-01T21:22:45.616Z,19414083,1874660,1,1,0
857053,1371563,Enviado al Cliente,2020-12-01T21:22:45.616Z,40844581,1874659,1,1,0
857052,1371562,Entregado al Cliente,2020-12-01T21:21:56.567Z,40195320,1874658,1,1,0
857052,1371562,Entregado al Cliente,2020-12-01T21:21:56.567Z,11777061,1874657,1,1,0
857051,1371561,Entregado al Cliente,2020-12-01T21:20:47.155Z,39733195,1874656,1,1,0
857050,1371560,Entregado al Cliente,2020-12-01T21:20:21.353Z,41276680,1874655,1,1,0
857049,1371559,Entregado al Cliente,2020-12-01T21:18:04.352Z,39790921,1874654,1,1,0
857048,1371558,Entregado al Cliente,2020-12-01T21:18:01.738Z,40931441,1874653,1,1,0
857047,1371557,Entregado al Cliente,2020-12-01T21:15:37.782Z,41276680,1874652,1,1,0
423420,1371556,CECOM RMA Cerrado,2020-12-01T21:15:13.524Z,40901482,1874651,1,0,1
857045,1371555,Enviado al Cliente,2020-12-01T21:15:12.427Z,41170442,1874650,2,2,0
857041,1371554,Entregado al Cliente,2020-12-01T21:15:11.068Z,40836471,1874649,1,1,0
857044,1371553,Entregado al Cliente,2020-12-01T21:15:10.734Z,40776663,1874648,1,1,0
857044,1371553,Entregado al Cliente,2020-12-01T21:15:10.734Z,38981283,1874647,1,1,0
857045,1371552,Entregado al Cliente,2020-12-01T21:15:10.450Z,39098577,1874646,1,0,0
857045,1371552,Entregado al Cliente,2020-12-01T21:15:10.450Z,40394559,1874645,1,0,0
857045,1371552,Entregado al Cliente,2020-12-01T21:15:10.450Z,41036821,1874644,1,0,0
857045,1371552,Entregado al Cliente,2020-12-01T21:15:10.450Z,41170436,1874643,2,0,0
857045,1371552,Entregado al Cliente,2020-12-01T21:15:10.450Z,41170440,1874642,1,0,0
